locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALMEEEHM_00109	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
ALMEEEHM_00110	CDS	1374	cysG_1		COG0007	Siroheme synthase
ALMEEEHM_00111	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
ALMEEEHM_00112	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ALMEEEHM_00113	CDS	102				hypothetical protein
ALMEEEHM_00114	CDS	1323	codA_1	3.5.4.1	COG0402	Cytosine deaminase
ALMEEEHM_00115	CDS	1188	tsgA		COG0738	Protein TsgA
ALMEEEHM_00116	CDS	570	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
ALMEEEHM_00117	CDS	168	yhfG			putative protein YhfG
ALMEEEHM_00118	CDS	603	fic	2.7.7.108	COG2184	putative protein adenylyltransferase Fic
ALMEEEHM_00119	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
ALMEEEHM_00120	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
ALMEEEHM_00121	CDS	2079				hypothetical protein
ALMEEEHM_00122	CDS	633	crp			cAMP-activated global transcriptional regulator CRP
ALMEEEHM_00123	CDS	405	yhfA		COG1765	Protein YhfA
ALMEEEHM_00124	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
ALMEEEHM_00125	CDS	219				hypothetical protein
ALMEEEHM_00126	CDS	1023				hypothetical protein
ALMEEEHM_00127	CDS	1905	yheS_1		COG0488	putative ATP-binding protein YheS
ALMEEEHM_00128	CDS	561	ywrO	1.6.99.-	COG2249	General stress protein 14
ALMEEEHM_00129	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
ALMEEEHM_00130	CDS	201				hypothetical protein
ALMEEEHM_00131	CDS	588				hypothetical protein
ALMEEEHM_00132	CDS	219	slyX		COG2900	Protein SlyX 
ALMEEEHM_00133	CDS	831	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
ALMEEEHM_00134	CDS	723	dauR			Transcriptional regulator DauR
ALMEEEHM_00135	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
ALMEEEHM_00136	CDS	360	tusC		COG2923	Protein TusC
ALMEEEHM_00137	CDS	288	tusB		COG2168	Protein TusB
ALMEEEHM_00138	CDS	375	rpsL		COG0048	Small ribosomal subunit protein uS12
ALMEEEHM_00139	CDS	471	rpsG			Small ribosomal subunit protein uS7
ALMEEEHM_00140	CDS	2115	fusA1_1			elongation factor G FusA1
ALMEEEHM_00141	CDS	1185	tufA_1	3.6.5.3	COG0050	Elongation factor Tu 1
ALMEEEHM_00142	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
ALMEEEHM_00143	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
ALMEEEHM_00144	CDS	579				hypothetical protein
ALMEEEHM_00145	CDS	312	rpsJ		COG0051	Small ribosomal subunit protein uS10
ALMEEEHM_00146	CDS	630	rplC		COG0087	Large ribosomal subunit protein uL3
ALMEEEHM_00147	CDS	606	rplD		COG0088	Large ribosomal subunit protein uL4
ALMEEEHM_00148	CDS	303	rplW		COG0089	Large ribosomal subunit protein uL23
ALMEEEHM_00149	CDS	822	rplB		COG0090	Large ribosomal subunit protein uL2
ALMEEEHM_00150	CDS	279	rpsS		COG0185	Small ribosomal subunit protein uS19
ALMEEEHM_00151	CDS	333	rplV		COG0091	Large ribosomal subunit protein uL22
ALMEEEHM_00152	CDS	699	rpsC		COG0092	Small ribosomal subunit protein uS3
ALMEEEHM_00153	CDS	411	rplP		COG0197	Large ribosomal subunit protein uL16
ALMEEEHM_00154	CDS	192	rpmC			Large ribosomal subunit protein uL29
ALMEEEHM_00155	CDS	255	rpsQ		COG0186	Small ribosomal subunit protein uS17
ALMEEEHM_00156	CDS	372	rplN		COG0093	Large ribosomal subunit protein uL14
ALMEEEHM_00157	CDS	315	rplX		COG0198	Large ribosomal subunit protein uL24
ALMEEEHM_00158	CDS	540	rplE		COG0094	Large ribosomal subunit protein uL5
ALMEEEHM_00159	CDS	306	rpsN		COG0199	Small ribosomal subunit protein uS14
ALMEEEHM_00160	CDS	393	rpsH		COG0096	Small ribosomal subunit protein uS8
ALMEEEHM_00161	CDS	534	rplF		COG0097	Large ribosomal subunit protein uL6
ALMEEEHM_00162	CDS	354	rplR		COG0256	Large ribosomal subunit protein uL18
ALMEEEHM_00163	CDS	504	rpsE		COG0098	Small ribosomal subunit protein uS5
ALMEEEHM_00164	CDS	180	rpmD		COG1841	Large ribosomal subunit protein uL30
ALMEEEHM_00165	CDS	435	rplO		COG0200	Large ribosomal subunit protein uL15
ALMEEEHM_00166	CDS	1332	secY		COG0201	Protein translocase subunit SecY
ALMEEEHM_00167	CDS	357	rpsM		COG0099	Small ribosomal subunit protein uS13
ALMEEEHM_00168	CDS	621	rpsD		COG0522	Small ribosomal subunit protein uS4
ALMEEEHM_00169	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
ALMEEEHM_00170	CDS	387	rplQ		COG0203	Large ribosomal subunit protein bL17
ALMEEEHM_00171	CDS	369				hypothetical protein
ALMEEEHM_00172	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
ALMEEEHM_00173	CDS	279				hypothetical protein
ALMEEEHM_00174	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
ALMEEEHM_00175	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
ALMEEEHM_00176	CDS	1296	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
ALMEEEHM_00177	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
ALMEEEHM_00178	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
ALMEEEHM_00179	CDS	1125				hypothetical protein
ALMEEEHM_00180	CDS	474	smg			Protein Smg
ALMEEEHM_00181	CDS	543	topA_1	5.6.2.1		DNA topoisomerase 1
ALMEEEHM_00182	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
ALMEEEHM_00183	CDS	819	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
ALMEEEHM_00184	CDS	258				hypothetical protein
ALMEEEHM_00185	CDS	555	yrdA		COG0663	Protein YrdA
ALMEEEHM_00186	rRNA	1540				16S ribosomal RNA
ALMEEEHM_00187	rRNA	2900				23S ribosomal RNA
ALMEEEHM_00188	rRNA	116				5S ribosomal RNA
ALMEEEHM_00189	tRNA	76				tRNA-Thr(ggt)
ALMEEEHM_00190	rRNA	116				5S ribosomal RNA
ALMEEEHM_00191	CDS	222				hypothetical protein
ALMEEEHM_00192	CDS	3111	acrF			multidrug efflux RND transporter permease subunit AcrF
ALMEEEHM_00193	CDS	1140	acrE		COG0845	Multidrug export protein AcrE
ALMEEEHM_00194	CDS	651	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
ALMEEEHM_00195	CDS	297	fis		COG2901	DNA-binding protein Fis
ALMEEEHM_00196	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
ALMEEEHM_00197	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
ALMEEEHM_00198	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
ALMEEEHM_00199	CDS	243	yhdT		COG3924	putative membrane protein YhdT
ALMEEEHM_00200	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
ALMEEEHM_00201	CDS	468	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
ALMEEEHM_00202	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
ALMEEEHM_00203	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
ALMEEEHM_00204	CDS	1002	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
ALMEEEHM_00205	CDS	1941	csrD		COG2199	RNase E specificity factor CsrD
ALMEEEHM_00206	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
ALMEEEHM_00207	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
ALMEEEHM_00208	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
ALMEEEHM_00209	CDS	582	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
ALMEEEHM_00210	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
ALMEEEHM_00211	CDS	3798	yhdP		COG3164	Intermembrane phospholipid transporter YhdP
ALMEEEHM_00212	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
ALMEEEHM_00213	CDS	930	aaeR_1		COG0583	HTH-type transcriptional activator AaeR
ALMEEEHM_00214	CDS	204	aaeX			Protein AaeX
ALMEEEHM_00215	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
ALMEEEHM_00216	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
ALMEEEHM_00217	CDS	276	yhcO		COG2732	putative protein YhcO
ALMEEEHM_00218	CDS	267				hypothetical protein
ALMEEEHM_00219	CDS	264				hypothetical protein
ALMEEEHM_00220	CDS	471	argR		COG1438	Arginine repressor
ALMEEEHM_00221	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
ALMEEEHM_00222	CDS	630				hypothetical protein
ALMEEEHM_00223	CDS	666				hypothetical protein
ALMEEEHM_00224	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
ALMEEEHM_00225	CDS	900	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
ALMEEEHM_00226	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
ALMEEEHM_00227	CDS	252	oadG	7.2.4.2		Oxaloacetate decarboxylase gamma chain
ALMEEEHM_00228	CDS	1779	oadA	7.2.4.2		Oxaloacetate decarboxylase alpha chain
ALMEEEHM_00229	CDS	1302	oadB	7.2.4.2		Oxaloacetate decarboxylase beta chain
ALMEEEHM_00230	CDS	711	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
ALMEEEHM_00231	CDS	1059	degS	3.4.21.107	COG0265	Serine endoprotease DegS
ALMEEEHM_00232	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
ALMEEEHM_00233	CDS	399	zapG		COG3105	Z-ring associated protein G
ALMEEEHM_00234	CDS	1128	zapE_1		COG1485	Cell division protein ZapE
ALMEEEHM_00235	CDS	429	rplM		COG0102	Large ribosomal subunit protein uL13
ALMEEEHM_00236	CDS	393	rpsI		COG0103	Small ribosomal subunit protein uS9
ALMEEEHM_00237	CDS	639	sspA		COG0625	Stringent starvation protein A
ALMEEEHM_00238	CDS	495	sspB		COG2969	Stringent starvation protein B
ALMEEEHM_00239	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
ALMEEEHM_00240	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ALMEEEHM_00241	CDS	4464	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ALMEEEHM_00242	CDS	933				hypothetical protein
ALMEEEHM_00243	CDS	1284	exuT_1		COG2271	Hexuronate transporter
ALMEEEHM_00244	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
ALMEEEHM_00245	CDS	1065	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
ALMEEEHM_00246	CDS	2340	arcB	2.7.13.3	COG0784	Aerobic respiration control sensor protein ArcB
ALMEEEHM_00247	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
ALMEEEHM_00248	CDS	726	mtgA	2.4.99.28	COG0744	Biosynthetic peptidoglycan transglycosylase
ALMEEEHM_00249	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
ALMEEEHM_00250	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
ALMEEEHM_00251	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
ALMEEEHM_00252	CDS	288	hpf_1		COG1544	Ribosome hibernation promoting factor
ALMEEEHM_00253	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
ALMEEEHM_00254	CDS	726	lptB_2	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ALMEEEHM_00255	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
ALMEEEHM_00256	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
ALMEEEHM_00257	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
ALMEEEHM_00258	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
ALMEEEHM_00259	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
ALMEEEHM_00260	CDS	813	mlaF	7.6.2.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
ALMEEEHM_00261	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
ALMEEEHM_00262	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
ALMEEEHM_00263	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
ALMEEEHM_00264	CDS	288	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
ALMEEEHM_00265	CDS	255	ibaG		COG5007	Acid stress protein IbaG
ALMEEEHM_00266	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ALMEEEHM_00267	CDS	273				hypothetical protein
ALMEEEHM_00268	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
ALMEEEHM_00269	CDS	312	rplU		COG0261	Large ribosomal subunit protein bL21
ALMEEEHM_00270	CDS	258	rpmA		COG0211	Large ribosomal subunit protein bL27
ALMEEEHM_00271	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
ALMEEEHM_00272	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
ALMEEEHM_00273	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
ALMEEEHM_00274	CDS	477	greA		COG0782	Transcription elongation factor GreA
ALMEEEHM_00275	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
ALMEEEHM_00276	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
ALMEEEHM_00277	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
ALMEEEHM_00278	CDS	672	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
ALMEEEHM_00279	CDS	198	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
ALMEEEHM_00280	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
ALMEEEHM_00281	CDS	330	secG		COG1314	Protein-export membrane protein SecG
ALMEEEHM_00282	tRNA	87				tRNA-Leu(gag)
ALMEEEHM_00283	CDS	402				hypothetical protein
ALMEEEHM_00284	CDS	552				hypothetical protein
ALMEEEHM_00285	CDS	630	iprA_1			Inhibitor of hydrogen peroxide resistance
ALMEEEHM_00286	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
ALMEEEHM_00287	tRNA	77				tRNA-Met(cat)
ALMEEEHM_00288	CDS	423	rimP		COG0779	Ribosome maturation factor RimP
ALMEEEHM_00289	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
ALMEEEHM_00290	CDS	2691	infB		COG0532	Translation initiation factor IF-2
ALMEEEHM_00291	CDS	402	rbfA		COG0858	30S ribosome-binding factor
ALMEEEHM_00292	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
ALMEEEHM_00293	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
ALMEEEHM_00294	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
ALMEEEHM_00295	CDS	885	nlpI		COG4785	Lipoprotein NlpI
ALMEEEHM_00296	CDS	1932	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
ALMEEEHM_00297	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
ALMEEEHM_00298	CDS	1008	cmoO_1	1.14.14.-	COG2141	N-acetyl-S-alkylcysteine monooxygenase
ALMEEEHM_00299	CDS	879	ubiV		COG0826	Ubiquinone biosynthesis protein UbiV
ALMEEEHM_00300	CDS	996	ubiU		COG0826	Ubiquinone biosynthesis protein UbiU
ALMEEEHM_00301	CDS	525	ubiT			Ubiquinone biosynthesis accessory factor UbiT
ALMEEEHM_00302	CDS	504				hypothetical protein
ALMEEEHM_00303	CDS	321				hypothetical protein
ALMEEEHM_00304	CDS	444				hypothetical protein
ALMEEEHM_00305	CDS	537	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
ALMEEEHM_00306	CDS	648				hypothetical protein
ALMEEEHM_00307	CDS	1041				hypothetical protein
ALMEEEHM_00308	CDS	576	dolP			Outer membrane lipoprotein DolP
ALMEEEHM_00309	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
ALMEEEHM_00310	CDS	387				hypothetical protein
