qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_004464_00066|MPF_I	JBRYHK010000001.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p1, whole genome shotgun sequence	383	62289	1	383	36610	37758	383	1	99.739	100.0	100.0	plus	0.0	648	mate-pair-formation
NC_004464_00068|MPF_I	JBRYHK010000001.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p1, whole genome shotgun sequence	234	62289	1	234	39134	39835	234	12	94.872	100.0	100.0	plus	4.24e-131	405	mate-pair-formation
NC_019154_00069|MPF_I	JBRYHK010000001.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p1, whole genome shotgun sequence	176	62289	1	176	39862	40389	176	0	100.0	100.0	100.0	plus	6.640000000000001e-103	321	mate-pair-formation
NC_005246_00069|MPF_I	JBRYHK010000001.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p1, whole genome shotgun sequence	129	62289	1	129	40409	40795	129	1	99.225	100.0	100.0	plus	3.64e-68	219	mate-pair-formation
NC_004464_00073|MPF_I	JBRYHK010000001.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p1, whole genome shotgun sequence	402	62289	1	402	44382	45587	402	0	100.0	100.0	100.0	plus	0.0	783	mate-pair-formation
NC_004464_00105|MPF_I	JBRYHK010000001.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p1, whole genome shotgun sequence	695	62289	1	695	52060	54144	695	4	99.424	100.0	100.0	minus	0.0	1407	mate-pair-formation
NC_021502_00150|MPF_T	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	770	215370	1	770	77934	80240	770	5	99.221	100.0	100.0	minus	0.0	1445	mate-pair-formation
NC_014312_00141|MPF_F	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	940	215370	1	940	82859	85678	940	0	100.0	100.0	100.0	minus	0.0	1882	mate-pair-formation
NC_019165_00034|MPF_F	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	456	215370	5	456	85681	87036	452	21	95.354	99.0	99.0	minus	0.0	798	mate-pair-formation
NC_021654_00016|MPF_F	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	668	215370	15	668	89930	91891	654	11	98.318	98.0	98.0	minus	0.0	1234	mate-pair-formation
NC_019389_00080|MPF_F	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	212	215370	1	212	91944	92579	212	5	97.642	100.0	100.0	minus	1.4e-139	428	mate-pair-formation
NC_022609_00081|MPF_F	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	330	215370	1	330	92595	93581	330	26	91.818	100.0	100.0	minus	0.0	614	mate-pair-formation
NC_014312_00128|MPF_F	JBRYHK010000002.1 Klebsiella pneumoniae strain KP1 plasmid pKP1_p2, whole genome shotgun sequence	211	215370	1	211	94017	94649	211	0	100.0	100.0	100.0	minus	9.96e-130	400	mate-pair-formation
