qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_004464_00068|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	234	64753	1	234	60328	61029	234	12	94.872	100.0	100.0	minus	4.25e-131	405	mate-pair-formation
NC_014312_00116|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	101	161928	1	101	113599	113901	101	0	100.0	100.0	100.0	plus	4.45e-64	206	mate-pair-formation
NC_014312_00118|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	246	161928	1	246	114477	115214	246	3	98.78	100.0	100.0	plus	5.42e-161	491	mate-pair-formation
NC_023332_00154|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	474	161928	1	474	115217	116638	474	2	99.578	100.0	100.0	plus	0.0	791	mate-pair-formation
NC_019389_00068|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	194	161928	23	194	117319	117834	172	10	94.186	89.0	89.0	plus	2.85e-107	335	mate-pair-formation
NC_021502_00131|MPF_T	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	879	161928	1	879	120608	123244	879	43	95.108	100.0	100.0	plus	0.0	1736	mate-pair-formation
NC_014312_00128|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	211	161928	1	211	123636	124268	211	2	99.052	100.0	100.0	plus	3.41e-129	398	mate-pair-formation
NC_022609_00081|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	330	161928	1	330	124704	125690	330	15	95.152	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_011281_00082|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	215	161928	1	215	125969	126613	215	10	95.349	100.0	100.0	plus	7.61e-128	395	mate-pair-formation
NC_021654_00016|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	668	161928	15	668	126666	128627	654	10	98.471	98.0	98.0	plus	0.0	1243	mate-pair-formation
NC_019165_00034|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	456	161928	5	455	131521	132873	451	21	95.344	99.0	99.0	plus	0.0	797	mate-pair-formation
NC_019155_00032|MPF_F	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	959	161928	1	951	132879	135734	952	71	92.437	99.0	99.0	plus	0.0	1700	mate-pair-formation
NC_021502_00150|MPF_T	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	770	161928	1	415	138307	139551	415	3	99.277	54.0	100.0	plus	0.0	863	mate-pair-formation
