qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_014312_00116|MPF_F	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	101	151189	1	101	140426	140728	101	0	100.0	100.0	100.0	plus	3.47e-64	207	mate-pair-formation
NC_014312_00118|MPF_F	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	246	151189	1	246	141304	142041	246	2	99.187	100.0	100.0	plus	3.8e-162	494	mate-pair-formation
NC_023332_00154|MPF_F	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	474	151189	1	474	142044	143465	474	2	99.578	100.0	100.0	plus	0.0	789	mate-pair-formation
NC_021654_00004|MPF_F	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	189	151189	1	189	144080	144646	189	0	100.0	100.0	100.0	plus	2.16e-125	386	mate-pair-formation
NC_021502_00131|MPF_T	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	879	151189	1	879	147283	149919	879	33	96.246	100.0	100.0	plus	0.0	1758	mate-pair-formation
NC_014312_00128|MPF_F	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	211	151189	1	206	150300	150917	206	3	98.544	98.0	98.0	plus	8.100000000000001e-126	389	mate-pair-formation
NC_022609_00081|MPF_F	JBVQRS010000002.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_1, whole genome shotgun sequence	330	151189	1	84	150937	151188	84	3	96.429	25.0	100.0	plus	3.11e-47	168	mate-pair-formation
NC_016980_00110|MPF_F	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	345	254558	1	345	64136	65170	345	0	100.0	100.0	100.0	minus	0.0	718	mate-pair-formation
NC_016980_00109|MPF_F	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	453	254558	1	453	65170	66528	453	0	100.0	100.0	100.0	minus	0.0	939	mate-pair-formation
NC_016980_00099|MPF_T	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	905	254558	1	905	77230	79944	905	0	100.0	100.0	100.0	minus	0.0	1846	mate-pair-formation
NC_018107_00235|MPF_F	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	389	254558	1	389	83905	85071	389	27	93.059	100.0	100.0	minus	0.0	707	mate-pair-formation
NC_023911_00309|MPF_F	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	286	254558	1	286	85076	85933	286	22	92.308	100.0	100.0	minus	3.9e-175	534	mate-pair-formation
NC_016980_00240|MPF_F	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	708	254558	1	708	186005	188128	708	0	100.0	100.0	100.0	minus	0.0	1480	mate-pair-formation
NC_018107_00101|MPF_F	JBVQRS010000003.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_2, whole genome shotgun sequence	480	254558	1	480	196322	197761	480	18	96.25	100.0	100.0	plus	0.0	923	mate-pair-formation
NC_019063_00094|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	170	64789	1	170	547	1056	170	1	99.412	100.0	100.0	plus	1.43e-111	346	mate-pair-formation
NC_019344_00078|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	237	64789	1	237	1722	2432	237	2	99.156	100.0	100.0	plus	1.6600000000000002e-132	409	mate-pair-formation
NC_004464_00066|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	383	64789	1	383	2444	3592	383	1	99.739	100.0	100.0	plus	0.0	648	mate-pair-formation
NC_004464_00068|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	234	64789	1	234	4968	5669	234	12	94.872	100.0	100.0	plus	4.57e-131	405	mate-pair-formation
NC_019154_00069|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	176	64789	1	176	5696	6223	176	0	100.0	100.0	100.0	plus	7.160000000000002e-103	321	mate-pair-formation
NC_005246_00069|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	129	64789	1	129	6243	6629	129	1	99.225	100.0	100.0	plus	3.92e-68	219	mate-pair-formation
NC_004464_00073|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	402	64789	1	402	11416	12621	402	0	100.0	100.0	100.0	plus	0.0	783	mate-pair-formation
NC_004464_00105|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	695	64789	1	695	19094	21178	695	4	99.424	100.0	100.0	minus	0.0	1407	mate-pair-formation
NC_005246_00057|MPF_I	JBVQRS010000005.1 Klebsiella pneumoniae strain KK55 plasmid pKK55_4, whole genome shotgun sequence	259	64789	15	259	59747	60481	245	1	99.592	95.0	95.0	plus	1.66e-165	505	mate-pair-formation
