locus_tag	ftype	length_bp	gene	EC_number	COG	product
AEDCGGIJ_00077	CDS	537	tatB		COG1826	Sec-independent protein translocase protein TatB
AEDCGGIJ_00078	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
AEDCGGIJ_00079	CDS	792	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
AEDCGGIJ_00080	CDS	489	rfaH			Transcription antitermination protein RfaH
AEDCGGIJ_00081	CDS	1476	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
AEDCGGIJ_00082	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
AEDCGGIJ_00083	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
AEDCGGIJ_00084	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
AEDCGGIJ_00085	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
AEDCGGIJ_00086	CDS	615	yigZ		COG1739	IMPACT family member YigZ
AEDCGGIJ_00087	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
AEDCGGIJ_00088	CDS	534	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
AEDCGGIJ_00089	rRNA	1540				16S ribosomal RNA
AEDCGGIJ_00090	tRNA	77				tRNA-Ile(gat)
AEDCGGIJ_00091	tRNA	76				tRNA-Ala(tgc)
AEDCGGIJ_00092	rRNA	2902				23S ribosomal RNA
AEDCGGIJ_00093	rRNA	116				5S ribosomal RNA
AEDCGGIJ_00094	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AEDCGGIJ_00095	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AEDCGGIJ_00096	CDS	927	coaA	2.7.1.33		Pantothenate kinase
AEDCGGIJ_00097	tRNA	76				tRNA-Thr(tgt)
AEDCGGIJ_00098	tRNA	85				tRNA-Tyr(gta)
AEDCGGIJ_00099	tRNA	75				tRNA-Gly(tcc)
AEDCGGIJ_00100	tRNA	76				tRNA-Thr(ggt)
AEDCGGIJ_00101	CDS	1185	tufA_1	3.6.5.3	COG0050	Elongation factor Tu 1
AEDCGGIJ_00102	CDS	384	secE		COG0690	Protein translocase subunit SecE
AEDCGGIJ_00103	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
AEDCGGIJ_00104	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
AEDCGGIJ_00105	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
AEDCGGIJ_00106	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
AEDCGGIJ_00107	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
AEDCGGIJ_00108	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
AEDCGGIJ_00109	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
AEDCGGIJ_00110	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
AEDCGGIJ_00111	CDS	318	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
AEDCGGIJ_00112	CDS	306	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
AEDCGGIJ_00113	CDS	1533				hypothetical protein
AEDCGGIJ_00114	CDS	1134	thiH	4.1.99.19		2-iminoacetate synthase
AEDCGGIJ_00115	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
AEDCGGIJ_00116	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
AEDCGGIJ_00117	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
AEDCGGIJ_00118	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
AEDCGGIJ_00119	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
AEDCGGIJ_00120	CDS	498	rsd		COG3160	Regulator of sigma D
AEDCGGIJ_00121	CDS	774	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
AEDCGGIJ_00122	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
AEDCGGIJ_00123	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
AEDCGGIJ_00124	CDS	591			COG3068	putative protein
AEDCGGIJ_00125	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
AEDCGGIJ_00126	CDS	696				hypothetical protein
AEDCGGIJ_00127	CDS	435	zraP			Signaling pathway modulator ZraP
AEDCGGIJ_00128	CDS	1395	zraS	2.7.13.3		Sensor histidine kinase ZraS
AEDCGGIJ_00129	CDS	1332	zraR			Transcriptional regulatory protein ZraR
AEDCGGIJ_00130	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AEDCGGIJ_00131	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AEDCGGIJ_00132	CDS	204				hypothetical protein
AEDCGGIJ_00133	rRNA	1540				16S ribosomal RNA
AEDCGGIJ_00134	tRNA	76				tRNA-Glu(ttc)
AEDCGGIJ_00135	rRNA	2902				23S ribosomal RNA
AEDCGGIJ_00136	rRNA	116				5S ribosomal RNA
AEDCGGIJ_00137	CDS	462	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
AEDCGGIJ_00138	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
AEDCGGIJ_00139	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
AEDCGGIJ_00140	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
AEDCGGIJ_00141	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
AEDCGGIJ_00142	CDS	831	iclR		COG1414	Transcriptional repressor IclR
AEDCGGIJ_00143	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
AEDCGGIJ_00144	CDS	1632				hypothetical protein
AEDCGGIJ_00145	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
AEDCGGIJ_00146	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
AEDCGGIJ_00147	CDS	273				hypothetical protein
AEDCGGIJ_00148	CDS	930	panS			Pantothenate precursors transporter PanS
AEDCGGIJ_00149	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
AEDCGGIJ_00150	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AEDCGGIJ_00151	CDS	456	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
AEDCGGIJ_00152	CDS	510				hypothetical protein
AEDCGGIJ_00153	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AEDCGGIJ_00154	CDS	321				hypothetical protein
AEDCGGIJ_00155	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
AEDCGGIJ_00156	CDS	1278				hypothetical protein
AEDCGGIJ_00157	CDS	411	psiE		COG3223	Protein PsiE
AEDCGGIJ_00158	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
AEDCGGIJ_00159	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
AEDCGGIJ_00160	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
AEDCGGIJ_00161	CDS	1110	malK_1	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
AEDCGGIJ_00162	CDS	1290	lamB_1			maltoporin LamB
AEDCGGIJ_00163	CDS	924				hypothetical protein
AEDCGGIJ_00164	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
AEDCGGIJ_00165	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
AEDCGGIJ_00166	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
AEDCGGIJ_00167	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
AEDCGGIJ_00168	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
AEDCGGIJ_00169	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
AEDCGGIJ_00170	CDS	210				hypothetical protein
AEDCGGIJ_00171	CDS	516	zur		COG0735	Zinc uptake regulation protein
AEDCGGIJ_00172	CDS	489				hypothetical protein
AEDCGGIJ_00173	CDS	540				hypothetical protein
AEDCGGIJ_00174	CDS	435				hypothetical protein
AEDCGGIJ_00175	CDS	573				hypothetical protein
AEDCGGIJ_00176	CDS	810				hypothetical protein
AEDCGGIJ_00177	CDS	363				hypothetical protein
AEDCGGIJ_00178	CDS	537				hypothetical protein
AEDCGGIJ_00179	CDS	825				hypothetical protein
AEDCGGIJ_00180	CDS	363				hypothetical protein
AEDCGGIJ_00181	CDS	246				hypothetical protein
AEDCGGIJ_00182	CDS	123				hypothetical protein
AEDCGGIJ_00183	CDS	654			COG1974	putative HTH-type transcriptional regulator
AEDCGGIJ_00184	CDS	198				hypothetical protein
AEDCGGIJ_00185	CDS	585				hypothetical protein
AEDCGGIJ_00186	CDS	339				hypothetical protein
AEDCGGIJ_00187	CDS	942				hypothetical protein
AEDCGGIJ_00188	CDS	489				hypothetical protein
AEDCGGIJ_00189	CDS	654				hypothetical protein
AEDCGGIJ_00190	CDS	327	lexA_2	3.4.21.88	COG1974	LexA repressor
AEDCGGIJ_00191	CDS	390	rusA_1	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
AEDCGGIJ_00192	CDS	810				hypothetical protein
AEDCGGIJ_00193	CDS	990				hypothetical protein
AEDCGGIJ_00194	CDS	753				hypothetical protein
AEDCGGIJ_00195	CDS	204				hypothetical protein
AEDCGGIJ_00196	CDS	1053				hypothetical protein
AEDCGGIJ_00197	CDS	336				hypothetical protein
AEDCGGIJ_00198	CDS	477				hypothetical protein
AEDCGGIJ_00199	CDS	339				hypothetical protein
AEDCGGIJ_00200	CDS	351				hypothetical protein
AEDCGGIJ_00201	CDS	495				hypothetical protein
AEDCGGIJ_00202	CDS	1734				hypothetical protein
AEDCGGIJ_00203	CDS	183				hypothetical protein
AEDCGGIJ_00204	CDS	1242				hypothetical protein
AEDCGGIJ_00205	CDS	651				hypothetical protein
AEDCGGIJ_00206	CDS	1206				hypothetical protein
AEDCGGIJ_00207	CDS	324				hypothetical protein
AEDCGGIJ_00208	CDS	411				hypothetical protein
AEDCGGIJ_00209	CDS	507				hypothetical protein
AEDCGGIJ_00210	CDS	561				hypothetical protein
AEDCGGIJ_00211	CDS	171				hypothetical protein
AEDCGGIJ_00212	CDS	1497				hypothetical protein
AEDCGGIJ_00213	CDS	357				hypothetical protein
AEDCGGIJ_00214	CDS	270				hypothetical protein
AEDCGGIJ_00215	CDS	1518				hypothetical protein
AEDCGGIJ_00216	CDS	276			COG1662	IS1 family transposase IS1D
AEDCGGIJ_00217	CDS	378			COG1662	IS1 family transposase IS1R
AEDCGGIJ_00218	CDS	378				hypothetical protein
AEDCGGIJ_00219	CDS	1329				hypothetical protein
AEDCGGIJ_00220	CDS	1080				hypothetical protein
AEDCGGIJ_00221	CDS	549				hypothetical protein
AEDCGGIJ_00222	CDS	426				hypothetical protein
AEDCGGIJ_00223	CDS	1059				hypothetical protein
AEDCGGIJ_00224	CDS	585				hypothetical protein
AEDCGGIJ_00225	CDS	963				hypothetical protein
AEDCGGIJ_00226	CDS	405				hypothetical protein
AEDCGGIJ_00227	CDS	1455				hypothetical protein
AEDCGGIJ_00228	CDS	390	umuD_1	3.4.21.-		Protein UmuD
AEDCGGIJ_00229	CDS	249	dinI_1			DNA damage-inducible protein I
AEDCGGIJ_00230	CDS	1098				hypothetical protein
AEDCGGIJ_00231	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
AEDCGGIJ_00232	CDS	243	pspG			Phage shock protein G
AEDCGGIJ_00233	CDS	984	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
AEDCGGIJ_00234	CDS	1416	dnaB_1	5.6.2.3	COG0305	Replicative DNA helicase DnaB
AEDCGGIJ_00235	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
AEDCGGIJ_00236	CDS	1194	tyrB_1	2.6.1.5		Tyrosine aminotransferase
AEDCGGIJ_00237	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
AEDCGGIJ_00238	CDS	417				hypothetical protein
AEDCGGIJ_00239	CDS	357	yjbR		COG2315	putative protein YjbR
AEDCGGIJ_00240	CDS	2826	uvrA		COG0178	UvrABC system protein A
AEDCGGIJ_00241	CDS	525	ssb1			Single-stranded DNA-binding protein 1
AEDCGGIJ_00242	CDS	1581	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AEDCGGIJ_00243	CDS	2259	fepA_1		COG4771	Ferrienterobactin receptor
AEDCGGIJ_00244	CDS	369	ramA_1			Transcriptional regulator RamA
AEDCGGIJ_00245	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
AEDCGGIJ_00246	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
AEDCGGIJ_00247	CDS	354	iraM			Anti-adapter protein IraM
AEDCGGIJ_00248	CDS	762	suhB_1	3.1.3.25	COG0483	Nus factor SuhB
AEDCGGIJ_00249	CDS	1014	ccpA			Catabolite control protein A
AEDCGGIJ_00250	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
AEDCGGIJ_00251	CDS	1032	uup_1	3.6.1.-		ATP-binding protein Uup
AEDCGGIJ_00252	CDS	1140				hypothetical protein
AEDCGGIJ_00253	CDS	834				hypothetical protein
AEDCGGIJ_00254	CDS	858				hypothetical protein
AEDCGGIJ_00255	CDS	282				hypothetical protein
AEDCGGIJ_00256	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
AEDCGGIJ_00257	CDS	330	soxS		COG2207	Regulatory protein SoxS
AEDCGGIJ_00258	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
AEDCGGIJ_00259	CDS	669				hypothetical protein
AEDCGGIJ_00260	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
AEDCGGIJ_00261	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
AEDCGGIJ_00262	CDS	882	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
AEDCGGIJ_00263	CDS	408	cidA			Holin-like protein CidA
AEDCGGIJ_00264	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
AEDCGGIJ_00265	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
AEDCGGIJ_00266	CDS	690	lpfB_1		COG3121	putative fimbrial chaperone LpfB
AEDCGGIJ_00267	CDS	2580	fimD_1		COG3188	Outer membrane usher protein FimD
AEDCGGIJ_00268	CDS	552				hypothetical protein
AEDCGGIJ_00269	CDS	1098				hypothetical protein
AEDCGGIJ_00270	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
AEDCGGIJ_00271	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
AEDCGGIJ_00272	CDS	1959	acs	6.2.1.1		Acetyl-coenzyme A synthetase
AEDCGGIJ_00273	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
AEDCGGIJ_00274	CDS	687				hypothetical protein
AEDCGGIJ_00275	CDS	1680	fdhF_1	1.17.98.4	COG3383	Formate dehydrogenase H
AEDCGGIJ_00276	CDS	420	fdhF_2	1.17.98.4	COG3383	Formate dehydrogenase H
AEDCGGIJ_00277	CDS	729	ompR_1		COG0745	DNA-binding dual transcriptional regulator OmpR
AEDCGGIJ_00278	CDS	759				hypothetical protein
AEDCGGIJ_00279	CDS	918				hypothetical protein
AEDCGGIJ_00280	CDS	1008	rbsK_1	2.7.1.15	COG0524	Ribokinase
AEDCGGIJ_00281	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
AEDCGGIJ_00282	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
AEDCGGIJ_00283	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
AEDCGGIJ_00284	CDS	2286	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
AEDCGGIJ_00285	CDS	369				hypothetical protein
AEDCGGIJ_00286	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
AEDCGGIJ_00287	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
AEDCGGIJ_00288	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
AEDCGGIJ_00289	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
AEDCGGIJ_00290	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
AEDCGGIJ_00291	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
AEDCGGIJ_00292	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
AEDCGGIJ_00293	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
AEDCGGIJ_00294	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
AEDCGGIJ_00295	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
AEDCGGIJ_00296	CDS	435				hypothetical protein
AEDCGGIJ_00297	CDS	336				hypothetical protein
AEDCGGIJ_00298	CDS	1503	proP_1		COG0477	Proline/betaine transporter
AEDCGGIJ_00299	CDS	939	melR		COG2169	Melibiose operon regulatory protein
AEDCGGIJ_00300	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
AEDCGGIJ_00301	CDS	1404	melB			Melibiose permease
AEDCGGIJ_00302	CDS	957	parM			Plasmid segregation protein ParM
AEDCGGIJ_00303	CDS	372				hypothetical protein
AEDCGGIJ_00304	CDS	306	cbpM		COG0789	Chaperone modulatory protein CbpM
AEDCGGIJ_00305	CDS	918	cbpA		COG0484	Curved DNA-binding protein
AEDCGGIJ_00306	CDS	759				hypothetical protein
AEDCGGIJ_00307	CDS	786				hypothetical protein
AEDCGGIJ_00308	CDS	450				hypothetical protein
AEDCGGIJ_00309	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
AEDCGGIJ_00310	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
AEDCGGIJ_00311	CDS	2490	pgaA		COG0457	Poly-beta-1,6-N-acetyl-D-glucosamine export protein
AEDCGGIJ_00312	CDS	567				hypothetical protein
AEDCGGIJ_00313	CDS	291				hypothetical protein
AEDCGGIJ_00314	CDS	522				IS3 family transposase ISKpn1
AEDCGGIJ_00315	CDS	786				IS3 family transposase ISKpn1
AEDCGGIJ_00316	CDS	408				hypothetical protein
AEDCGGIJ_00317	CDS	1236				hypothetical protein
AEDCGGIJ_00318	CDS	477				hypothetical protein
AEDCGGIJ_00319	tRNA	76				tRNA-Phe(gaa)
AEDCGGIJ_00320	CDS	2088				hypothetical protein
AEDCGGIJ_00321	CDS	591				hypothetical protein
AEDCGGIJ_00322	CDS	1797	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AEDCGGIJ_00323	CDS	324	cutA			Divalent-cation tolerance protein CutA
AEDCGGIJ_00324	CDS	1302	dcuA		COG2704	C4-dicarboxylate transporter DcuA
AEDCGGIJ_00325	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
AEDCGGIJ_00326	CDS	477				hypothetical protein
AEDCGGIJ_00327	CDS	1251	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
AEDCGGIJ_00328	CDS	294	groES		COG0234	Co-chaperonin GroES
AEDCGGIJ_00329	CDS	1647	groEL	5.6.1.7		Chaperonin GroEL
AEDCGGIJ_00330	CDS	354				hypothetical protein
AEDCGGIJ_00331	CDS	864				hypothetical protein
AEDCGGIJ_00332	CDS	2124	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
