qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_004464_00105|MPF_I	JBRYHI010000001.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p1, whole genome shotgun sequence	695	64753	1	695	46020	48104	695	4	99.424	100.0	100.0	plus	0.0	1407	mate-pair-formation
NC_004464_00073|MPF_I	JBRYHI010000001.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p1, whole genome shotgun sequence	402	64753	1	402	54576	55781	402	0	100.0	100.0	100.0	minus	0.0	783	mate-pair-formation
NC_005246_00069|MPF_I	JBRYHI010000001.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p1, whole genome shotgun sequence	129	64753	1	129	59368	59754	129	1	99.225	100.0	100.0	minus	3.81e-68	219	mate-pair-formation
NC_019154_00069|MPF_I	JBRYHI010000001.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p1, whole genome shotgun sequence	176	64753	1	176	59774	60301	176	0	100.0	100.0	100.0	minus	6.95e-103	321	mate-pair-formation
NC_004464_00068|MPF_I	JBRYHI010000001.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p1, whole genome shotgun sequence	234	64753	1	234	60328	61029	234	12	94.872	100.0	100.0	minus	4.43e-131	405	mate-pair-formation
NC_014312_00116|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	101	161620	1	101	113289	113591	101	0	100.0	100.0	100.0	plus	4.63e-64	206	mate-pair-formation
NC_014312_00118|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	246	161620	1	246	114167	114904	246	3	98.78	100.0	100.0	plus	5.65e-161	491	mate-pair-formation
NC_023332_00154|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	474	161620	1	474	114907	116328	474	2	99.578	100.0	100.0	plus	0.0	791	mate-pair-formation
NC_019389_00068|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	194	161620	23	194	117009	117524	172	10	94.186	89.0	89.0	plus	2.97e-107	335	mate-pair-formation
NC_021502_00131|MPF_T	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	879	161620	1	879	120298	122934	879	43	95.108	100.0	100.0	plus	0.0	1736	mate-pair-formation
NC_014312_00128|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	211	161620	1	211	123326	123958	211	2	99.052	100.0	100.0	plus	3.5600000000000005e-129	398	mate-pair-formation
NC_022609_00081|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	330	161620	1	330	124394	125380	330	15	95.152	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_011281_00082|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	215	161620	1	215	125659	126303	215	10	95.349	100.0	100.0	plus	7.93e-128	395	mate-pair-formation
NC_021654_00016|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	668	161620	15	668	126356	128317	654	10	98.471	98.0	98.0	plus	0.0	1243	mate-pair-formation
NC_019165_00034|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	456	161620	5	455	131211	132563	451	21	95.344	99.0	99.0	plus	0.0	797	mate-pair-formation
NC_019155_00032|MPF_F	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	959	161620	1	951	132569	135424	952	71	92.437	99.0	99.0	plus	0.0	1700	mate-pair-formation
NC_021502_00150|MPF_T	JBRYHI010000002.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p2, whole genome shotgun sequence	770	161620	1	770	137997	140306	770	5	99.351	100.0	100.0	plus	0.0	1452	mate-pair-formation
NC_016980_00099|MPF_T	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	905	247002	1	905	202	2916	905	82	90.939	100.0	100.0	plus	0.0	1712	mate-pair-formation
NC_018107_00216|MPF_F	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	453	247002	1	453	12430	13788	453	0	100.0	100.0	100.0	plus	0.0	942	mate-pair-formation
NC_016980_00110|MPF_F	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	345	247002	1	344	13788	14819	344	18	94.767	99.0	99.0	plus	0.0	686	mate-pair-formation
NC_018107_00101|MPF_F	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	480	247002	1	480	128588	130027	480	5	98.958	100.0	100.0	minus	0.0	946	mate-pair-formation
NC_016980_00240|MPF_F	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	708	247002	1	708	138268	140391	708	63	91.102	100.0	100.0	plus	0.0	1364	mate-pair-formation
NC_023911_00309|MPF_F	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	286	247002	1	286	241199	242056	286	0	100.0	100.0	100.0	plus	0.0	579	mate-pair-formation
NC_018107_00235|MPF_F	JBRYHI010000003.1 Klebsiella pneumoniae strain KP3 plasmid pKP3_p3, whole genome shotgun sequence	389	247002	1	389	242061	243227	389	0	100.0	100.0	100.0	plus	0.0	746	mate-pair-formation
