qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_010726_00014|MPF_T	CM146767.1 Klebsiella pneumoniae strain KK66 chromosome, complete sequence, whole genome shotgun sequence	301	5368493	1	301	255684	256586	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_021502_00150|MPF_T	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	770	227370	1	770	95111	97417	770	4	99.351	100.0	100.0	minus	0.0	1449	mate-pair-formation
NC_014312_00141|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	940	227370	1	940	100036	102855	940	0	100.0	100.0	100.0	minus	0.0	1882	mate-pair-formation
NC_019165_00034|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	456	227370	5	456	102858	104213	452	20	95.575	99.0	99.0	minus	0.0	801	mate-pair-formation
NC_021654_00016|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	668	227370	15	668	107107	109068	654	11	98.318	98.0	98.0	minus	0.0	1234	mate-pair-formation
NC_019389_00080|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	212	227370	1	212	109121	109756	212	5	97.642	100.0	100.0	minus	1.42e-139	428	mate-pair-formation
NC_022609_00081|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	330	227370	1	330	109772	110758	330	26	91.818	100.0	100.0	minus	0.0	614	mate-pair-formation
NC_014312_00128|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	211	227370	1	211	111194	111826	211	0	100.0	100.0	100.0	minus	1.01e-129	400	mate-pair-formation
NC_021502_00131|MPF_T	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	879	227370	1	879	112218	114854	879	26	97.042	100.0	100.0	minus	0.0	1762	mate-pair-formation
NC_019389_00068|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	194	227370	23	194	117565	118080	172	10	94.186	89.0	89.0	minus	2.88e-107	335	mate-pair-formation
NC_023332_00154|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	474	227370	1	474	118760	120181	474	2	99.578	100.0	100.0	minus	0.0	788	mate-pair-formation
NC_014312_00118|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	246	227370	1	246	120184	120921	246	3	98.78	100.0	100.0	minus	5.48e-161	491	mate-pair-formation
NC_014312_00116|MPF_F	JBVQRR010000002.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_1, whole genome shotgun sequence	101	227370	1	101	121497	121799	101	0	100.0	100.0	100.0	minus	3.26e-64	207	mate-pair-formation
NC_017624_00009|MPF_T	JBVQRR010000003.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_2, whole genome shotgun sequence	611	46160	1	599	1207	3003	599	29	95.159	98.0	98.0	minus	0.0	1123	mate-pair-formation
NC_019083_00030|MPF_T	JBVQRR010000003.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_2, whole genome shotgun sequence	309	46160	1	309	5450	6376	309	4	98.706	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019157_00030|MPF_T	JBVQRR010000003.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_2, whole genome shotgun sequence	242	46160	1	242	6385	7110	242	0	100.0	100.0	100.0	minus	9.37e-149	456	mate-pair-formation
NC_019157_00029|MPF_T	JBVQRR010000003.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_2, whole genome shotgun sequence	351	46160	1	351	7308	8360	351	0	100.0	100.0	100.0	minus	0.0	645	mate-pair-formation
NC_023277_00163|MPF_T	JBVQRR010000003.1 Klebsiella pneumoniae strain KK66 plasmid pKK66_2, whole genome shotgun sequence	717	46160	1	717	9422	11572	717	72	89.958	100.0	100.0	minus	0.0	1333	mate-pair-formation
