qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_013284_00016|MPF_T	CM146770.1 Klebsiella pneumoniae strain KK53 chromosome, complete sequence, whole genome shotgun sequence	914	5385444	1	914	146930	149665	914	80	91.028	100.0	100.0	plus	0.0	1728	mate-pair-formation
NC_010726_00011|MPF_T	CM146770.1 Klebsiella pneumoniae strain KK53 chromosome, complete sequence, whole genome shotgun sequence	358	5385444	5	358	150656	151717	354	45	87.288	99.0	99.0	plus	2.68e-175	538	mate-pair-formation
NC_005814_00013|MPF_T	CM146770.1 Klebsiella pneumoniae strain KK53 chromosome, complete sequence, whole genome shotgun sequence	227	5385444	1	227	151942	152622	227	3	98.678	100.0	100.0	plus	1.82e-132	409	mate-pair-formation
NC_010726_00014|MPF_T	CM146770.1 Klebsiella pneumoniae strain KK53 chromosome, complete sequence, whole genome shotgun sequence	301	5385444	1	301	152625	153527	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_018107_00101|MPF_F	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	480	317671	1	480	67046	68485	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	708	317671	1	708	76678	78801	708	0	100.0	100.0	100.0	plus	0.0	1480	mate-pair-formation
NC_023911_00309|MPF_F	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	286	317671	1	286	196995	197852	286	22	92.308	100.0	100.0	plus	3.79e-175	534	mate-pair-formation
NC_018107_00235|MPF_F	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	389	317671	1	389	197857	199023	389	27	93.059	100.0	100.0	plus	0.0	707	mate-pair-formation
NC_016980_00099|MPF_T	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	905	317671	1	905	202984	205698	905	0	100.0	100.0	100.0	plus	0.0	1846	mate-pair-formation
NC_016980_00109|MPF_F	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	453	317671	1	453	216399	217757	453	0	100.0	100.0	100.0	plus	0.0	939	mate-pair-formation
NC_016980_00110|MPF_F	JBVQRU010000002.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_1, whole genome shotgun sequence	345	317671	1	345	217757	218791	345	0	100.0	100.0	100.0	plus	0.0	718	mate-pair-formation
NC_021502_00150|MPF_T	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	770	104540	1	770	54159	56468	770	7	99.091	100.0	100.0	minus	0.0	1447	mate-pair-formation
NC_023905_00125|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	949	104540	1	949	58957	61803	949	3	99.684	100.0	100.0	minus	0.0	1769	mate-pair-formation
NC_019165_00034|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	456	104540	5	456	61806	63161	452	9	98.009	99.0	99.0	minus	0.0	817	mate-pair-formation
NC_021654_00016|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	668	104540	1	668	68595	70598	668	5	99.251	100.0	100.0	minus	0.0	1280	mate-pair-formation
NC_019389_00080|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	212	104540	1	212	70598	71233	212	7	96.698	100.0	100.0	minus	2.5899999999999998e-138	424	mate-pair-formation
NC_022609_00081|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	330	104540	77	330	71249	72010	254	14	94.488	77.0	100.0	minus	1.1399999999999998e-180	488	mate-pair-formation
NC_014312_00128|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	211	104540	1	206	72257	72874	206	3	98.544	98.0	98.0	minus	7.849999999999999e-126	389	mate-pair-formation
NC_021502_00131|MPF_T	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	879	104540	1	879	73255	75891	879	33	96.246	100.0	100.0	minus	0.0	1758	mate-pair-formation
NC_021654_00004|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	189	104540	1	189	78528	79094	189	0	100.0	100.0	100.0	minus	2.09e-125	386	mate-pair-formation
NC_023332_00154|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	474	104540	1	474	79709	81130	474	2	99.578	100.0	100.0	minus	0.0	789	mate-pair-formation
NC_014312_00118|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	246	104540	1	246	81133	81870	246	2	99.187	100.0	100.0	minus	3.68e-162	494	mate-pair-formation
NC_014312_00116|MPF_F	JBVQRU010000004.1 Klebsiella pneumoniae strain KK53 plasmid pKK53_3, whole genome shotgun sequence	101	104540	1	101	82446	82748	101	0	100.0	100.0	100.0	minus	3.36e-64	207	mate-pair-formation
