locus_tag	ftype	length_bp	gene	EC_number	COG	product
MKEIHBDH_00047	CDS	1422	hsrA_1		COG0477	putative transport protein HsrA
MKEIHBDH_00048	CDS	252				hypothetical protein
MKEIHBDH_00049	CDS	1563	yagG_1		COG2211	Putative glycoside/cation symporter YagG
MKEIHBDH_00050	CDS	510	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
MKEIHBDH_00051	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
MKEIHBDH_00052	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
MKEIHBDH_00053	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
MKEIHBDH_00054	CDS	789	otsB	3.1.3.12		Trehalose-phosphate phosphatase
MKEIHBDH_00055	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MKEIHBDH_00056	CDS	429	uspC		COG0589	Universal stress protein C
MKEIHBDH_00057	CDS	1584	yagG_2		COG2211	Putative glycoside/cation symporter YagG
MKEIHBDH_00058	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
MKEIHBDH_00059	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
MKEIHBDH_00060	CDS	570	yecM		COG3102	Protein YecM
MKEIHBDH_00061	CDS	744	cutC_1			PF03932 family protein CutC
MKEIHBDH_00062	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
MKEIHBDH_00063	CDS	744	cmoA	2.1.3.-	COG2226	Carboxy-S-adenosyl-L-methionine synthase
MKEIHBDH_00064	CDS	396	yecN		COG3788	Inner membrane protein YecN
MKEIHBDH_00065	CDS	819				hypothetical protein
MKEIHBDH_00066	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
MKEIHBDH_00067	CDS	1788	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
MKEIHBDH_00068	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
MKEIHBDH_00069	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
MKEIHBDH_00070	CDS	522	ruvC	3.1.21.10	COG0817	Crossover junction endodeoxyribonuclease RuvC
MKEIHBDH_00071	CDS	612	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
MKEIHBDH_00072	CDS	1011	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
MKEIHBDH_00073	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MKEIHBDH_00074	CDS	753	znuC	7.2.2.20		Zinc import ATP-binding protein ZnuC
MKEIHBDH_00075	CDS	945	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
MKEIHBDH_00076	CDS	1320	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MKEIHBDH_00077	CDS	975	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
MKEIHBDH_00078	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MKEIHBDH_00079	CDS	888	hexR_1		COG1737	HTH-type transcriptional regulator HexR
MKEIHBDH_00080	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MKEIHBDH_00081	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
MKEIHBDH_00082	CDS	642	eda	4.1.3.42	COG0800	KHG/KDPG aldolase
MKEIHBDH_00083	CDS	1179	purT	6.3.1.21	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
MKEIHBDH_00084	CDS	348				hypothetical protein
MKEIHBDH_00085	CDS	660	yebE		COG2979	Inner membrane protein YebE
MKEIHBDH_00086	CDS	2028	ptrB	3.4.21.83	COG1770	Protease 2
MKEIHBDH_00087	CDS	660	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
MKEIHBDH_00088	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
MKEIHBDH_00089	CDS	375	yobA		COG2372	Protein YobA
MKEIHBDH_00090	CDS	870	yebZ		COG1276	Inner membrane protein YebZ
MKEIHBDH_00091	CDS	339	yebY			putative protein YebY
MKEIHBDH_00092	CDS	192				hypothetical protein
MKEIHBDH_00093	CDS	1011			COG2990	putative protein
MKEIHBDH_00094	CDS	654	pphA	3.1.3.16		Serine/threonine-protein phosphatase 1
MKEIHBDH_00095	CDS	192				hypothetical protein
MKEIHBDH_00096	CDS	240	yebV			putative protein YebV
MKEIHBDH_00097	CDS	1389	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
MKEIHBDH_00098	CDS	2634	letB		COG3008	Lipophilic envelope-spanning tunnel protein B
MKEIHBDH_00099	CDS	1284	letA		COG2995	Lipophilic envelope-spanning tunnel protein A
MKEIHBDH_00100	CDS	555	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MKEIHBDH_00101	CDS	678	proQ		COG3109	RNA chaperone ProQ
MKEIHBDH_00102	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
MKEIHBDH_00103	CDS	885	htpX_1	3.4.24.-	COG0501	Protease HtpX
MKEIHBDH_00104	CDS	1371	ribZ_1		COG2814	Riboflavin transporter RibZ
MKEIHBDH_00105	CDS	792	kdgR		COG1414	HTH-type transcriptional regulator KdgR
MKEIHBDH_00106	CDS	240				hypothetical protein
MKEIHBDH_00107	CDS	1263				IS1380 family transposase ISEcp1
MKEIHBDH_00108	CDS	123				hypothetical protein
MKEIHBDH_00109	CDS	876	bla_1	3.5.2.6		Beta-lactamase CTX-M-15
MKEIHBDH_00110	CDS	321				hypothetical protein
MKEIHBDH_00111	CDS	291				hypothetical protein
MKEIHBDH_00112	CDS	210	cspC		COG1278	Cold shock-like protein CspC
MKEIHBDH_00113	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
MKEIHBDH_00114	CDS	795	rlmA	2.1.1.187	COG2226	23S rRNA (guanine(745)-N(1))-methyltransferase
MKEIHBDH_00115	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
MKEIHBDH_00116	CDS	459				hypothetical protein
MKEIHBDH_00117	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
MKEIHBDH_00118	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
MKEIHBDH_00119	CDS	972	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
MKEIHBDH_00120	CDS	1194				hypothetical protein
MKEIHBDH_00121	CDS	351				hypothetical protein
MKEIHBDH_00122	CDS	1578	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
MKEIHBDH_00123	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
MKEIHBDH_00124	CDS	579		3.6.1.77	COG0494	Nudix hydrolase
MKEIHBDH_00125	CDS	1356	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
MKEIHBDH_00126	CDS	186				hypothetical protein
MKEIHBDH_00127	CDS	345	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MKEIHBDH_00128	CDS	198	yoaA_1	5.6.2.3	COG1199	ATP-dependent DNA helicase YoaA
MKEIHBDH_00129	CDS	1716	yoaA_2	5.6.2.3	COG1199	ATP-dependent DNA helicase YoaA
MKEIHBDH_00130	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MKEIHBDH_00131	CDS	582	slp		COG3065	Outer membrane protein Slp
MKEIHBDH_00132	CDS	1719	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MKEIHBDH_00133	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
MKEIHBDH_00134	CDS	270	minE		COG0851	Cell division topological specificity factor
MKEIHBDH_00135	CDS	813	minD		COG2894	Septum site-determining protein MinD
MKEIHBDH_00136	CDS	699	minC			Septum site-determining protein MinC
MKEIHBDH_00137	CDS	282	ycgL		COG3100	Protein YcgL
MKEIHBDH_00138	CDS	660	ycgM	5.3.2.2	COG0179	Oxaloacetate tautomerase YcgM
MKEIHBDH_00139	CDS	447				hypothetical protein
MKEIHBDH_00140	CDS	345	yeaR_1		COG3615	putative protein YeaR
MKEIHBDH_00141	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
MKEIHBDH_00142	CDS	1551	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
MKEIHBDH_00143	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
MKEIHBDH_00144	CDS	1533				hypothetical protein
MKEIHBDH_00145	CDS	1299	dadA_1	1.4.99.-		D-amino acid dehydrogenase
MKEIHBDH_00146	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
MKEIHBDH_00147	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
MKEIHBDH_00148	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
MKEIHBDH_00149	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
MKEIHBDH_00150	CDS	2121	fhuA_1		COG4774	Ferrichrome outer membrane transporter/phage receptor
MKEIHBDH_00151	CDS	1746	treA	3.2.1.28	COG1626	Periplasmic trehalase
MKEIHBDH_00152	CDS	1440			COG2308	putative protein
MKEIHBDH_00153	CDS	930			COG2307	putative protein
MKEIHBDH_00154	CDS	816			COG1305	putative protein
MKEIHBDH_00155	CDS	747				hypothetical protein
MKEIHBDH_00156	CDS	858				hypothetical protein
MKEIHBDH_00157	CDS	1008				hypothetical protein
MKEIHBDH_00158	CDS	801				hypothetical protein
MKEIHBDH_00159	CDS	942	tsaR_1			HTH-type transcriptional regulator TsaR
MKEIHBDH_00160	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
MKEIHBDH_00161	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
MKEIHBDH_00162	CDS	1209	tdcD	2.7.2.15		Propionate kinase
MKEIHBDH_00163	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
MKEIHBDH_00164	CDS	1065				Amino acid binding protein
MKEIHBDH_00165	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MKEIHBDH_00166	CDS	1287				hypothetical protein
MKEIHBDH_00167	CDS	876	glnQ_1	7.4.2.-	COG1126	Glutamine transport ATP-binding protein GlnQ
MKEIHBDH_00168	CDS	720	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MKEIHBDH_00169	CDS	894	yjiE_1		COG0583	HTH-type transcriptional regulator YjiE
MKEIHBDH_00170	CDS	1644	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
MKEIHBDH_00171	CDS	477				hypothetical protein
MKEIHBDH_00172	CDS	927	pcpR_1		COG0583	PCP degradation transcriptional activation protein
MKEIHBDH_00173	CDS	1296	kgtP_1		COG0477	Alpha-ketoglutarate permease
MKEIHBDH_00174	CDS	807	ais	5.3.3.7		Aconitate isomerase
MKEIHBDH_00175	CDS	900	cynR_1		COG0583	HTH-type transcriptional regulator CynR
MKEIHBDH_00176	CDS	483				hypothetical protein
MKEIHBDH_00177	CDS	699	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
MKEIHBDH_00178	CDS	540				hypothetical protein
MKEIHBDH_00179	CDS	351				hypothetical protein
MKEIHBDH_00180	CDS	1341	tssK1_1			Type VI secretion system baseplate component TssK1
MKEIHBDH_00181	CDS	654				hypothetical protein
MKEIHBDH_00182	CDS	1698	pal_1			Peptidoglycan-associated lipoprotein
MKEIHBDH_00183	CDS	96				hypothetical protein
MKEIHBDH_00184	CDS	2628	vgrG2b_1	3.4.24.-		Type VI secretion system spike protein VgrG2b
MKEIHBDH_00185	CDS	2028				hypothetical protein
MKEIHBDH_00186	CDS	780				hypothetical protein
MKEIHBDH_00187	CDS	858				hypothetical protein
MKEIHBDH_00188	CDS	1212				hypothetical protein
MKEIHBDH_00189	CDS	3414				hypothetical protein
MKEIHBDH_00190	CDS	1764	tssF1_1			Type VI secretion system component TssF1
MKEIHBDH_00191	CDS	1047				hypothetical protein
MKEIHBDH_00192	CDS	537				hypothetical protein
MKEIHBDH_00193	CDS	444				hypothetical protein
MKEIHBDH_00194	CDS	1416				hypothetical protein
MKEIHBDH_00195	CDS	915	thpA		COG1879	D-threitol-binding protein
MKEIHBDH_00196	CDS	330				hypothetical protein
MKEIHBDH_00197	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
MKEIHBDH_00198	CDS	585	pth	3.1.1.29		Peptidyl-tRNA hydrolase
MKEIHBDH_00199	CDS	276				hypothetical protein
MKEIHBDH_00200	CDS	1047				hypothetical protein
MKEIHBDH_00201	CDS	1653	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
MKEIHBDH_00202	CDS	948	prs	2.7.6.1		Ribose-phosphate pyrophosphokinase
MKEIHBDH_00203	CDS	852	ispE	2.7.1.148		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
MKEIHBDH_00204	CDS	612	lolB		COG3017	Outer-membrane lipoprotein LolB
MKEIHBDH_00205	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
MKEIHBDH_00206	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
MKEIHBDH_00207	CDS	849	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MKEIHBDH_00208	CDS	393	ychQ		COG3094	Protein YchQ
MKEIHBDH_00209	CDS	813				hypothetical protein
MKEIHBDH_00210	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
MKEIHBDH_00211	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
MKEIHBDH_00212	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
MKEIHBDH_00213	CDS	681	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
MKEIHBDH_00214	CDS	243				hypothetical protein
MKEIHBDH_00215	CDS	354	ychN		COG1553	Protein YchN
MKEIHBDH_00216	CDS	1182	nasR		COG3707	Nitrate regulatory protein
MKEIHBDH_00217	CDS	1257	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
MKEIHBDH_00218	CDS	885	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
MKEIHBDH_00219	CDS	789	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
MKEIHBDH_00220	CDS	4068	norW_1	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
MKEIHBDH_00221	CDS	2601	nasA	1.7.-.-	COG0243	Nitrate reductase
MKEIHBDH_00222	CDS	1383				Invasin
MKEIHBDH_00223	CDS	651	narL		COG2197	Nitrate/nitrite response regulator protein NarL
MKEIHBDH_00224	CDS	1779	narX	2.7.13.3	COG3850	Nitrate/nitrite sensor protein NarX
MKEIHBDH_00225	CDS	1389	narK		COG2223	Nitrate/nitrite antiporter NarK
MKEIHBDH_00226	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
MKEIHBDH_00227	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
MKEIHBDH_00228	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
MKEIHBDH_00229	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
MKEIHBDH_00230	CDS	897				hypothetical protein
MKEIHBDH_00231	CDS	444	lrpA		COG1522	HTH-type transcriptional regulator LrpA
MKEIHBDH_00232	tRNA	85				tRNA-Tyr(gta)
MKEIHBDH_00233	tRNA	85				tRNA-Tyr(gta)
MKEIHBDH_00234	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MKEIHBDH_00235	CDS	459				hypothetical protein
MKEIHBDH_00236	CDS	903			COG1752	putative NTE family protein
MKEIHBDH_00237	CDS	1014	rssB_1		COG0745	Regulator of RpoS
MKEIHBDH_00238	CDS	903	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MKEIHBDH_00239	CDS	408	hns_1		COG2916	DNA-binding protein H-NS
MKEIHBDH_00240	CDS	528	tdk	2.7.1.21	COG1435	Thymidine kinase
MKEIHBDH_00241	CDS	2676	adhE_1		COG1012	Bifunctional aldehyde-alcohol dehydrogenase AdhE
MKEIHBDH_00242	CDS	648				hypothetical protein
MKEIHBDH_00243	CDS	1635	oppA_1		COG4166	Periplasmic oligopeptide-binding protein OppA
MKEIHBDH_00244	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
MKEIHBDH_00245	CDS	909	oppC			Oligopeptide transport system permease protein OppC
MKEIHBDH_00246	CDS	1014	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
MKEIHBDH_00247	CDS	1005	oppF_1	7.4.2.6		Oligopeptide transport ATP-binding protein OppF
MKEIHBDH_00248	CDS	834				hypothetical protein
MKEIHBDH_00249	CDS	330	yciU		COG3099	Putative double-stranded DNA mimic protein YciU
MKEIHBDH_00250	CDS	1461	clsA_1	2.7.8.-	COG1502	Cardiolipin synthase A
MKEIHBDH_00251	CDS	207				hypothetical protein
MKEIHBDH_00252	CDS	648	yceI		COG2353	Protein YceI
MKEIHBDH_00253	CDS	297	yciI		COG2350	Protein YciI
MKEIHBDH_00254	CDS	738	tonB			Protein TonB
MKEIHBDH_00255	CDS	873		2.7.1.-		putative ketoamine kinase
MKEIHBDH_00256	CDS	285				hypothetical protein
MKEIHBDH_00257	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
MKEIHBDH_00258	CDS	759				hypothetical protein
MKEIHBDH_00259	CDS	234				hypothetical protein
MKEIHBDH_00260	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
MKEIHBDH_00261	CDS	435	infC		COG0290	Translation initiation factor IF-3
MKEIHBDH_00262	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
MKEIHBDH_00263	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
MKEIHBDH_00264	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MKEIHBDH_00265	CDS	1140	pheT_1	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MKEIHBDH_00266	CDS	1080	pheT_2	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MKEIHBDH_00267	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
MKEIHBDH_00268	CDS	369	amnD	3.5.99.5		2-aminomuconate deaminase
MKEIHBDH_00269	CDS	1254	dadA_2	1.4.99.-		D-amino acid dehydrogenase
MKEIHBDH_00270	CDS	915	admX			HTH-type transcriptional regulator AdmX
MKEIHBDH_00271	CDS	1434				hypothetical protein
MKEIHBDH_00272	CDS	987	btuC		COG4139	Vitamin B12 import system permease protein BtuC
MKEIHBDH_00273	CDS	801	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
MKEIHBDH_00274	CDS	552	btuE	1.11.1.24	COG0386	Thioredoxin/glutathione peroxidase BtuE
MKEIHBDH_00275	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
MKEIHBDH_00276	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
MKEIHBDH_00277	CDS	1443	selO	2.7.7.-	COG0397	Protein nucleotidyltransferase SelO
MKEIHBDH_00278	CDS	228				hypothetical protein
MKEIHBDH_00279	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
MKEIHBDH_00280	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
MKEIHBDH_00281	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MKEIHBDH_00282	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
MKEIHBDH_00283	CDS	3057	ydiJ	1.1.99.39	COG0247	D-2-hydroxyglutarate dehydrogenase
MKEIHBDH_00284	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MKEIHBDH_00285	CDS	249				hypothetical protein
MKEIHBDH_00286	CDS	321				hypothetical protein
MKEIHBDH_00287	CDS	981				hypothetical protein
MKEIHBDH_00288	CDS	1032	xecA1	4.4.1.23	COG0620	2-hydroxypropyl-CoM lyase
MKEIHBDH_00289	CDS	1233	mdtH_1		COG0477	Multidrug resistance protein MdtH
MKEIHBDH_00290	CDS	762	fecE	7.2.2.18	COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
MKEIHBDH_00291	CDS	1038	hmuU_1		COG0609	Hemin transport system permease protein HmuU
MKEIHBDH_00292	CDS	999				hypothetical protein
MKEIHBDH_00293	CDS	912	hdfR_1			HTH-type transcriptional regulator HdfR
MKEIHBDH_00294	CDS	987				hypothetical protein
MKEIHBDH_00295	CDS	537				hypothetical protein
MKEIHBDH_00296	CDS	1110	mdtA_1			Multidrug resistance protein MdtA
MKEIHBDH_00297	CDS	3093	acrD		COG0841	putative aminoglycoside efflux pump
MKEIHBDH_00298	CDS	1185	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
MKEIHBDH_00299	CDS	627				hypothetical protein
MKEIHBDH_00300	CDS	396				hypothetical protein
MKEIHBDH_00301	CDS	198				hypothetical protein
MKEIHBDH_00302	CDS	378	sufA		COG0316	Iron-sulfur cluster assembly protein SufA
MKEIHBDH_00303	CDS	1488	sufB		COG0719	Iron-sulfur cluster assembly protein SufB
MKEIHBDH_00304	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
MKEIHBDH_00305	CDS	1275	sufD		COG0719	Iron-sulfur cluster assembly protein SufD
MKEIHBDH_00306	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
MKEIHBDH_00307	CDS	417	sufE			Cysteine desulfuration protein SufE
MKEIHBDH_00308	CDS	987	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
MKEIHBDH_00309	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
MKEIHBDH_00310	CDS	1413	pykF	2.7.1.40		Pyruvate kinase I
MKEIHBDH_00311	CDS	213	fumD	4.2.1.2		Fumarase D
MKEIHBDH_00312	CDS	639	nicS		COG1309	HTH-type transcriptional repressor NicS
MKEIHBDH_00313	CDS	1854	quiC1	4.2.1.118	COG1082	3-dehydroshikimate dehydratase
MKEIHBDH_00314	CDS	1323	dgoT_1		COG2271	D-galactonate transporter
MKEIHBDH_00315	CDS	837	ydiB_1	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
MKEIHBDH_00316	CDS	744				hypothetical protein
MKEIHBDH_00317	CDS	750	molC	7.3.2.5	COG1120	Molybdate import ATP-binding protein MolC
MKEIHBDH_00318	CDS	1008	molB		COG0609	Molybdate import system permease protein MolB
MKEIHBDH_00319	CDS	1059	molA		COG0614	Molybdate-binding protein MolA
MKEIHBDH_00320	CDS	813				hypothetical protein
MKEIHBDH_00321	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
MKEIHBDH_00322	CDS	945	mhpB_1	1.13.11.16	COG3384	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
MKEIHBDH_00323	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
MKEIHBDH_00324	CDS	807	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
MKEIHBDH_00325	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
MKEIHBDH_00326	CDS	1017	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
