locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJHHOHPP_00060	CDS	1803	ybtQ			yersiniabactin ABC transporter ATP-binding/permease protein YbtQ
PJHHOHPP_00061	CDS	1713	ybtP			yersiniabactin ABC transporter ATP-binding/permease protein YbtP
PJHHOHPP_00062	CDS	960				hypothetical protein
PJHHOHPP_00063	CDS	6108	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
PJHHOHPP_00064	CDS	9492	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
PJHHOHPP_00065	CDS	1101				hypothetical protein
PJHHOHPP_00066	CDS	804	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
PJHHOHPP_00067	CDS	1578	dhbE	6.2.1.71	COG1021	2,3-dihydroxybenzoate-AMP ligase
PJHHOHPP_00068	CDS	2022	fyuA		COG4771	Pesticin receptor
PJHHOHPP_00069	CDS	927				hypothetical protein
PJHHOHPP_00070	CDS	186				hypothetical protein
PJHHOHPP_00071	CDS	582				hypothetical protein
PJHHOHPP_00072	CDS	234				hypothetical protein
PJHHOHPP_00073	CDS	711				hypothetical protein
PJHHOHPP_00074	CDS	294	ptlA			Type IV secretion system protein PtlA
PJHHOHPP_00075	CDS	2739	virB4			Type IV secretion system protein virB4
PJHHOHPP_00076	CDS	714				hypothetical protein
PJHHOHPP_00077	CDS	243				hypothetical protein
PJHHOHPP_00078	CDS	1074				hypothetical protein
PJHHOHPP_00079	CDS	684	ptlE		COG3736	Type IV secretion system protein PtlE
PJHHOHPP_00080	CDS	906	virB9			Type IV secretion system protein virB9
PJHHOHPP_00081	CDS	1263				hypothetical protein
PJHHOHPP_00082	CDS	1026				Type IV secretion system protein VirB11
PJHHOHPP_00083	CDS	306				hypothetical protein
PJHHOHPP_00084	CDS	1860				hypothetical protein
PJHHOHPP_00085	CDS	747				hypothetical protein
PJHHOHPP_00086	CDS	945	traC_1	2.7.7.-		DNA primase TraC
PJHHOHPP_00087	CDS	996				hypothetical protein
PJHHOHPP_00088	CDS	1089				hypothetical protein
PJHHOHPP_00089	CDS	495				hypothetical protein
PJHHOHPP_00090	CDS	1881				hypothetical protein
PJHHOHPP_00091	CDS	1020				hypothetical protein
PJHHOHPP_00092	CDS	2247	old	3.1.-.-		Retron Eco8 OLD nuclease
PJHHOHPP_00093	CDS	1101	ret	2.7.7.49		Retron Eco8 reverse transcriptase
PJHHOHPP_00094	CDS	870				hypothetical protein
PJHHOHPP_00095	CDS	252				hypothetical protein
PJHHOHPP_00096	CDS	477				IS630 family transposase IS630
PJHHOHPP_00097	CDS	1554				hypothetical protein
PJHHOHPP_00098	CDS	705	acuR		COG1309	Transcriptional regulator AcuR
PJHHOHPP_00099	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
PJHHOHPP_00100	CDS	933				hypothetical protein
PJHHOHPP_00101	CDS	1623	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PJHHOHPP_00102	CDS	246	pmrD			Signal transduction protein PmrD
PJHHOHPP_00103	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
PJHHOHPP_00104	tRNA	76				tRNA-Asn(gtt)
PJHHOHPP_00105	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
PJHHOHPP_00106	tRNA	76				tRNA-Asn(gtt)
PJHHOHPP_00107	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
PJHHOHPP_00108	CDS	258	pemI			Antitoxin PemI
PJHHOHPP_00109	CDS	207				hypothetical protein
PJHHOHPP_00110	CDS	462				hypothetical protein
PJHHOHPP_00111	CDS	582				hypothetical protein
PJHHOHPP_00112	CDS	1749				hypothetical protein
PJHHOHPP_00113	CDS	1104				hypothetical protein
PJHHOHPP_00114	CDS	972				hypothetical protein
PJHHOHPP_00115	CDS	837	cpo	1.11.1.-		Non-heme chloroperoxidase
PJHHOHPP_00116	CDS	576				hypothetical protein
PJHHOHPP_00117	CDS	915	gcvA_1		COG0583	Glycine cleavage system transcriptional activator
PJHHOHPP_00118	CDS	336				hypothetical protein
PJHHOHPP_00119	CDS	333	yeaR_1		COG3615	putative protein YeaR
PJHHOHPP_00120	CDS	1788				hypothetical protein
PJHHOHPP_00121	CDS	411				hypothetical protein
PJHHOHPP_00122	CDS	1320	shiA_1		COG0477	Shikimate transporter
PJHHOHPP_00123	CDS	741	lipL	2.3.1.204		Lipoyl-[GcvH]:protein N-lipoyltransferase
PJHHOHPP_00124	CDS	957	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
PJHHOHPP_00125	CDS	390				hypothetical protein
PJHHOHPP_00126	CDS	732				hypothetical protein
PJHHOHPP_00127	CDS	1110	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
PJHHOHPP_00128	CDS	1068	cobT_1	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PJHHOHPP_00129	CDS	741	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
PJHHOHPP_00130	CDS	324	tmaR		COG2926	Pole-localizer protein TmaR
PJHHOHPP_00131	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
PJHHOHPP_00132	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
PJHHOHPP_00133	CDS	1164	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
PJHHOHPP_00134	CDS	1425	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
PJHHOHPP_00135	CDS	2103	fusA1_1			elongation factor G FusA1
PJHHOHPP_00136	CDS	312				hypothetical protein
PJHHOHPP_00137	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
PJHHOHPP_00138	CDS	690	allS_1		COG0583	HTH-type transcriptional activator AllS
PJHHOHPP_00139	CDS	204	yhaJ_1		COG0583	HTH-type transcriptional regulator YhaJ
PJHHOHPP_00140	CDS	825	yeeZ		COG0451	Protein YeeZ
PJHHOHPP_00141	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
PJHHOHPP_00142	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
PJHHOHPP_00143	CDS	1062	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
PJHHOHPP_00144	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
PJHHOHPP_00145	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
PJHHOHPP_00146	CDS	738	hisA	5.3.1.16		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PJHHOHPP_00147	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
PJHHOHPP_00148	CDS	600	hisI			Histidine biosynthesis bifunctional protein HisIE
PJHHOHPP_00149	CDS	1317				hypothetical protein
PJHHOHPP_00150	CDS	1134	pglA	2.4.1.290	COG0438	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
PJHHOHPP_00151	CDS	894				hypothetical protein
PJHHOHPP_00152	CDS	1155	rfbD_1	5.4.99.9		UDP-galactopyranose mutase
PJHHOHPP_00153	CDS	1896				hypothetical protein
PJHHOHPP_00154	CDS	741	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
PJHHOHPP_00155	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
PJHHOHPP_00156	CDS	1005	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
PJHHOHPP_00157	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
PJHHOHPP_00158	CDS	555	rfbC	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
PJHHOHPP_00159	CDS	891	rfbD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
PJHHOHPP_00160	CDS	870	rffH_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
PJHHOHPP_00161	CDS	1065	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
PJHHOHPP_00162	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
PJHHOHPP_00163	CDS	1266	rfbX		COG2244	Putative O-antigen transporter
PJHHOHPP_00164	CDS	921				hypothetical protein
PJHHOHPP_00165	CDS	1398	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
PJHHOHPP_00166	CDS	1104				hypothetical protein
PJHHOHPP_00167	CDS	1107	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PJHHOHPP_00168	CDS	840				hypothetical protein
PJHHOHPP_00169	CDS	1068				hypothetical protein
PJHHOHPP_00170	CDS	1332				hypothetical protein
PJHHOHPP_00171	CDS	2169		2.7.10.-		Putative tyrosine-protein kinase in cps region
PJHHOHPP_00172	CDS	1134	wza		COG1596	Putative polysaccharide export protein Wza
PJHHOHPP_00173	CDS	1434				hypothetical protein
PJHHOHPP_00174	CDS	630				hypothetical protein
PJHHOHPP_00175	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
PJHHOHPP_00176	CDS	1584				hypothetical protein
PJHHOHPP_00177	CDS	1848				hypothetical protein
PJHHOHPP_00178	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
PJHHOHPP_00179	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
PJHHOHPP_00180	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
PJHHOHPP_00181	CDS	1353	dnaK_1			Chaperone protein DnaK
PJHHOHPP_00182	CDS	1857	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
PJHHOHPP_00183	CDS	702	phoP_1			Two-component response regulator PhoP
PJHHOHPP_00184	CDS	141				hypothetical protein
PJHHOHPP_00185	CDS	612				hypothetical protein
PJHHOHPP_00186	CDS	1275	dctA_1		COG1301	C4-dicarboxylate transport protein
PJHHOHPP_00187	CDS	1239	mdtA_1		COG0845	Multidrug resistance protein MdtA
PJHHOHPP_00188	CDS	3123	mdtB			Multidrug resistance protein MdtB
PJHHOHPP_00189	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
PJHHOHPP_00190	CDS	1416	mdtD_1		COG2814	Putative multidrug resistance protein MdtD
PJHHOHPP_00191	CDS	762	baeS_1	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BaeS
PJHHOHPP_00192	CDS	687	baeS_2	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BaeS
PJHHOHPP_00193	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
PJHHOHPP_00194	CDS	1362	trhP	3.4.-.-	COG0826	tRNA hydroxylation protein P
PJHHOHPP_00195	CDS	897	yegS	2.7.1.-		putative lipid kinase YegS
PJHHOHPP_00196	CDS	774	oppF_1	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
PJHHOHPP_00197	CDS	864	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
PJHHOHPP_00198	CDS	906	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
PJHHOHPP_00199	CDS	1038	dppB_1			Di/tripeptide transport system permease protein DppB
PJHHOHPP_00200	CDS	1623	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
PJHHOHPP_00201	CDS	1155	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
PJHHOHPP_00202	CDS	663	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
PJHHOHPP_00203	CDS	1278	csbX_1		COG2814	Alpha-ketoglutarate permease
PJHHOHPP_00204	CDS	1464	xylB_1	2.7.1.17	COG1070	Xylulose kinase
PJHHOHPP_00205	CDS	1368	mtlK	1.1.1.67		Mannitol 2-dehydrogenase
PJHHOHPP_00206	CDS	942	eryD			Erythritol catabolism regulatory protein EryD
PJHHOHPP_00207	CDS	1002	purR_1			HTH-type transcriptional repressor PurR
PJHHOHPP_00208	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
PJHHOHPP_00209	CDS	1608	araB_1	2.7.1.16	COG1069	Ribulokinase
PJHHOHPP_00210	CDS	1284	csbX_2		COG2814	Alpha-ketoglutarate permease
PJHHOHPP_00211	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PJHHOHPP_00212	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PJHHOHPP_00213	CDS	774	thiM	2.7.1.50		Hydroxyethylthiazole kinase
PJHHOHPP_00214	CDS	423				hypothetical protein
PJHHOHPP_00215	CDS	915	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
PJHHOHPP_00216	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
PJHHOHPP_00217	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
PJHHOHPP_00218	CDS	900	dmlR_2		COG0583	HTH-type transcriptional regulator DmlR
PJHHOHPP_00219	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
PJHHOHPP_00220	CDS	462	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
PJHHOHPP_00221	CDS	1110	apbC			Iron-sulfur cluster carrier protein
PJHHOHPP_00222	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
PJHHOHPP_00223	CDS	471				hypothetical protein
PJHHOHPP_00224	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
PJHHOHPP_00225	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
PJHHOHPP_00226	CDS	114				hypothetical protein
PJHHOHPP_00227	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
PJHHOHPP_00228	CDS	948	yehX	7.4.2.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
PJHHOHPP_00229	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
PJHHOHPP_00230	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
PJHHOHPP_00231	CDS	2298		3.2.1.-	COG1472	Beta-xylosidase
PJHHOHPP_00232	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
PJHHOHPP_00233	CDS	555	pat_1	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
PJHHOHPP_00234	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
PJHHOHPP_00235	CDS	588	yohC			Inner membrane protein YohC
PJHHOHPP_00236	CDS	570	yohD		COG0586	Inner membrane protein YohD
PJHHOHPP_00237	CDS	1440	opmQ			Pyoverdine export outer membrane protein OpmQ
PJHHOHPP_00238	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
PJHHOHPP_00239	CDS	1863	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
PJHHOHPP_00240	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
PJHHOHPP_00241	CDS	1365	oprB			Porin B
PJHHOHPP_00242	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
PJHHOHPP_00243	CDS	399				hypothetical protein
PJHHOHPP_00244	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
PJHHOHPP_00245	CDS	885	cdd	3.5.4.5		Cytidine deaminase
PJHHOHPP_00246	CDS	717				hypothetical protein
PJHHOHPP_00247	CDS	1011	mglC		COG4211	Galactose/methyl galactoside import permease protein MglC
PJHHOHPP_00248	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
PJHHOHPP_00249	CDS	999	mglB		COG1879	D-galactose/methyl-galactoside binding periplasmic protein MglB
PJHHOHPP_00250	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
PJHHOHPP_00251	CDS	1158				hypothetical protein
PJHHOHPP_00252	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
PJHHOHPP_00253	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
PJHHOHPP_00254	CDS	1974	cirA			catecholate siderophore receptor CirA
PJHHOHPP_00255	CDS	1470	lysP		COG0833	Lysine-specific permease LysP
PJHHOHPP_00256	CDS	867	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
PJHHOHPP_00257	CDS	1050				hypothetical protein
PJHHOHPP_00258	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
PJHHOHPP_00259	CDS	858	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
PJHHOHPP_00260	CDS	816	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
PJHHOHPP_00261	CDS	939	fruK	2.7.1.56	COG1105	1-phosphofructokinase
PJHHOHPP_00262	CDS	1131	fruB_1			Multiphosphoryl transfer protein
PJHHOHPP_00263	CDS	1182	setB		COG2814	Sugar efflux transporter B
PJHHOHPP_00264	CDS	780				hypothetical protein
PJHHOHPP_00265	CDS	573	yeiP		COG0231	Elongation factor P-like protein
PJHHOHPP_00266	CDS	1191	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
PJHHOHPP_00267	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
PJHHOHPP_00268	CDS	978	yeiR	3.6.5.-	COG0523	Zinc chaperone YeiR
PJHHOHPP_00269	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
PJHHOHPP_00270	CDS	570	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
PJHHOHPP_00271	CDS	1563	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
PJHHOHPP_00272	CDS	1806	yejA		COG4166	putative protein YejA
PJHHOHPP_00273	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
PJHHOHPP_00274	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
PJHHOHPP_00275	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
PJHHOHPP_00276	CDS	345	yejG			putative protein YejG
PJHHOHPP_00277	CDS	1197	bcr_1		COG2814	Bicyclomycin resistance protein
PJHHOHPP_00278	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
PJHHOHPP_00279	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
PJHHOHPP_00280	CDS	285	rplY		COG1825	Large ribosomal subunit protein bL25
PJHHOHPP_00281	CDS	888				hypothetical protein
PJHHOHPP_00282	CDS	1287				hypothetical protein
PJHHOHPP_00283	CDS	597	nudK_1	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
PJHHOHPP_00284	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
PJHHOHPP_00285	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
PJHHOHPP_00286	CDS	264				hypothetical protein
PJHHOHPP_00287	CDS	1761	yejM			Inner membrane protein YejM
PJHHOHPP_00288	tRNA	77				tRNA-Pro(ggg)
PJHHOHPP_00289	CDS	1110			COG0628	Putative transport protein
PJHHOHPP_00290	CDS	492	eco		COG4574	Ecotin
PJHHOHPP_00291	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
PJHHOHPP_00292	CDS	1239	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
PJHHOHPP_00293	CDS	1437	mgtE_1		COG2239	Magnesium transporter MgtE
PJHHOHPP_00294	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
PJHHOHPP_00295	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
PJHHOHPP_00296	CDS	1065	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PJHHOHPP_00297	CDS	1053	apbE_1	2.7.1.180		FAD:protein FMN transferase
PJHHOHPP_00298	CDS	1104	ompC			Outer membrane porin C
PJHHOHPP_00299	CDS	2658	rcsD	2.7.2.-	COG0642	Phosphotransferase RcsD
PJHHOHPP_00300	CDS	651	rcsB			Transcriptional regulatory protein RcsB
PJHHOHPP_00301	CDS	2841	rcsC_1	2.7.13.3	COG0784	Sensor histidine kinase RcsC
PJHHOHPP_00302	CDS	2634	gyrA			DNA gyrase subunit A GyrA
PJHHOHPP_00303	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PJHHOHPP_00304	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
PJHHOHPP_00305	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
PJHHOHPP_00306	CDS	255				hypothetical protein
PJHHOHPP_00307	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
PJHHOHPP_00308	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
PJHHOHPP_00309	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
PJHHOHPP_00310	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
PJHHOHPP_00311	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
PJHHOHPP_00312	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
PJHHOHPP_00313	CDS	1293	rhmT		COG2271	Inner membrane transport protein RhmT
PJHHOHPP_00314	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
PJHHOHPP_00315	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
PJHHOHPP_00316	CDS	1197	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
PJHHOHPP_00317	CDS	543				hypothetical protein
PJHHOHPP_00318	CDS	942				ISNCY family transposase ISRor2
PJHHOHPP_00319	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
PJHHOHPP_00320	CDS	1377	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
PJHHOHPP_00321	CDS	966	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
PJHHOHPP_00322	CDS	858	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
PJHHOHPP_00323	CDS	759	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PJHHOHPP_00324	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PJHHOHPP_00325	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
PJHHOHPP_00326	CDS	462	elaA		COG2153	Protein ElaA
PJHHOHPP_00327	CDS	921	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
PJHHOHPP_00328	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PJHHOHPP_00329	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PJHHOHPP_00330	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PJHHOHPP_00331	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PJHHOHPP_00332	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PJHHOHPP_00333	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PJHHOHPP_00334	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PJHHOHPP_00335	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PJHHOHPP_00336	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
