locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCAPKKMB_00037	CDS	843	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
PCAPKKMB_00038	CDS	270				hypothetical protein
PCAPKKMB_00039	CDS	438	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
PCAPKKMB_00040	CDS	594				hypothetical protein
PCAPKKMB_00041	CDS	324				hypothetical protein
PCAPKKMB_00042	CDS	690				hypothetical protein
PCAPKKMB_00043	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
PCAPKKMB_00044	CDS	996	rafR			HTH-type transcriptional regulator RafR
PCAPKKMB_00045	CDS	2124	rafA	3.2.1.22		Alpha-galactosidase
PCAPKKMB_00046	CDS	1266	melY		COG2211	Melibiose permease
PCAPKKMB_00047	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
PCAPKKMB_00048	CDS	1149	adhB	1.1.1.1	COG1454	Alcohol dehydrogenase 2
PCAPKKMB_00049	CDS	1005	lsrD_1			Autoinducer 2 import system permease protein LsrD
PCAPKKMB_00050	CDS	1008	rbsC_1		COG1172	Ribose import permease protein RbsC
PCAPKKMB_00051	CDS	1512	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
PCAPKKMB_00052	CDS	987	lsrB_1		COG1879	Autoinducer 2-binding protein LsrB
PCAPKKMB_00053	CDS	831	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
PCAPKKMB_00054	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
PCAPKKMB_00055	CDS	1467	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
PCAPKKMB_00056	CDS	837	rhaS_1		COG4977	HTH-type transcriptional activator RhaS
PCAPKKMB_00057	CDS	846	rhaR_1		COG1917	HTH-type transcriptional activator RhaR
PCAPKKMB_00058	CDS	1035	rhaT			L-rhamnose-proton symporter
PCAPKKMB_00059	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
PCAPKKMB_00060	CDS	675	yiiM		COG2258	Protein YiiM
PCAPKKMB_00061	CDS	1374	cpxA			envelope stress sensor histidine kinase CpxA
PCAPKKMB_00062	CDS	699	cpxR			Transcriptional regulatory protein CpxR
PCAPKKMB_00063	CDS	504	cpxP		COG3678	Periplasmic protein CpxP
PCAPKKMB_00064	CDS	903	fieF		COG0053	Cation-efflux pump FieF
PCAPKKMB_00065	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
PCAPKKMB_00066	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
PCAPKKMB_00067	CDS	921	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
PCAPKKMB_00068	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
PCAPKKMB_00069	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
PCAPKKMB_00070	CDS	855	ftsN		COG3087	Cell division protein FtsN
PCAPKKMB_00071	CDS	1029	cytR_1		COG1609	HTH-type transcriptional repressor CytR
PCAPKKMB_00072	CDS	2196	priA	5.6.2.4		Replication restart protein PriA
PCAPKKMB_00073	CDS	213	rpmE		COG0254	Large ribosomal subunit protein bL31
PCAPKKMB_00074	CDS	318	metJ		COG3060	Met repressor
PCAPKKMB_00075	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
PCAPKKMB_00076	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
PCAPKKMB_00077	CDS	1137				hypothetical protein
PCAPKKMB_00078	CDS	1560	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PCAPKKMB_00079	CDS	372				hypothetical protein
PCAPKKMB_00080	CDS	909	catM		COG0583	HTH-type transcriptional regulator CatM
PCAPKKMB_00081	CDS	888	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
PCAPKKMB_00082	CDS	882	yijE		COG0697	putative cystine transporter YijE
PCAPKKMB_00083	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
PCAPKKMB_00084	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
PCAPKKMB_00085	CDS	987	rhaS_2			HTH-type transcriptional activator RhaS
PCAPKKMB_00086	CDS	651	zinT		COG3443	Metal-binding protein ZinT
PCAPKKMB_00087	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
PCAPKKMB_00088	CDS	1152	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
PCAPKKMB_00089	CDS	1005	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
PCAPKKMB_00090	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PCAPKKMB_00091	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PCAPKKMB_00092	CDS	918	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
PCAPKKMB_00093	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
PCAPKKMB_00094	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
PCAPKKMB_00095	CDS	360	yijD			Inner membrane protein YijD
PCAPKKMB_00096	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
PCAPKKMB_00097	CDS	1857	btuB		COG4206	Vitamin B12 transporter BtuB
PCAPKKMB_00098	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
PCAPKKMB_00099	rRNA	1540				16S ribosomal RNA
PCAPKKMB_00100	tRNA	77				tRNA-Ile(gat)
PCAPKKMB_00101	tRNA	76				tRNA-Ala(tgc)
PCAPKKMB_00102	rRNA	2902				23S ribosomal RNA
PCAPKKMB_00103	rRNA	115				5S ribosomal RNA
PCAPKKMB_00104	tRNA	77				tRNA-Asp(gtc)
PCAPKKMB_00105	tRNA	76				tRNA-Trp(cca)
PCAPKKMB_00106	CDS	822	hdfR_1			HTH-type transcriptional regulator HdfR
PCAPKKMB_00107	CDS	339	maoP		COG3085	Macrodomain Ori protein
PCAPKKMB_00108	CDS	1521	comM		COG0606	Competence protein ComM
PCAPKKMB_00109	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
PCAPKKMB_00110	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
PCAPKKMB_00111	CDS	930	ilvE	2.6.1.42		Branched-chain-amino-acid aminotransferase
PCAPKKMB_00112	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
PCAPKKMB_00113	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
PCAPKKMB_00114	CDS	891	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
PCAPKKMB_00115	CDS	1476	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
PCAPKKMB_00116	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
PCAPKKMB_00117	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
PCAPKKMB_00118	CDS	2022	rep_1	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
PCAPKKMB_00119	CDS	723	ydfK_1		COG1811	putative membrane protein YdfK
PCAPKKMB_00120	CDS	999	graF	4.1.1.103		Gamma-resorcylate decarboxylase
PCAPKKMB_00121	CDS	927	pcpR_1		COG0583	PCP degradation transcriptional activation protein
PCAPKKMB_00122	CDS	1509	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
PCAPKKMB_00123	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
PCAPKKMB_00124	CDS	330	trxA		COG3118	Thioredoxin 1
PCAPKKMB_00125	CDS	669	rho_1	3.6.4.-	COG1158	Transcription termination factor Rho
PCAPKKMB_00126	CDS	606	rho_2	3.6.4.-	COG1158	Transcription termination factor Rho
PCAPKKMB_00127	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
PCAPKKMB_00128	CDS	1017	wzzE		COG3765	ECA polysaccharide chain length modulation protein
PCAPKKMB_00129	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
PCAPKKMB_00130	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
PCAPKKMB_00131	CDS	1068	rffG_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
PCAPKKMB_00132	CDS	882	rffH_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
PCAPKKMB_00133	CDS	675	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
PCAPKKMB_00134	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
PCAPKKMB_00135	CDS	1251	wzxE		COG2244	Lipid III flippase
PCAPKKMB_00136	CDS	1077	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
PCAPKKMB_00137	CDS	1347	wzyE			putative ECA polymerase
PCAPKKMB_00138	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
PCAPKKMB_00139	CDS	1386	thrP		COG1113	Threonine/serine transporter ThrP
PCAPKKMB_00140	tRNA	77				tRNA-Arg(ccg)
PCAPKKMB_00141	tRNA	76				tRNA-His(gtg)
PCAPKKMB_00142	tRNA	87				tRNA-Leu(cag)
PCAPKKMB_00143	tRNA	77				tRNA-Pro(tgg)
PCAPKKMB_00144	CDS	1197	hemY		COG3071	Protein HemY
PCAPKKMB_00145	CDS	1182	hemX		COG2959	Protein HemX
PCAPKKMB_00146	CDS	741	hemD	4.2.1.75		Uroporphyrinogen-III synthase
PCAPKKMB_00147	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
PCAPKKMB_00148	CDS	2631	cyaA			adenylate cyclase CyaA
PCAPKKMB_00149	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
PCAPKKMB_00150	CDS	225	lptM		COG5567	LPS-assembly lipoprotein LptM
PCAPKKMB_00151	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PCAPKKMB_00152	CDS	708				hypothetical protein
PCAPKKMB_00153	CDS	903	xerC_1		COG4973	Tyrosine recombinase XerC
PCAPKKMB_00154	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
PCAPKKMB_00155	CDS	2163	uvrD	5.6.2.4	COG0210	DNA helicase II
PCAPKKMB_00156	CDS	951	corA			Magnesium transport protein CorA
PCAPKKMB_00157	CDS	894	rarD		COG2962	Protein RarD
PCAPKKMB_00158	CDS	465	yigI	3.1.2.20	COG2050	Medium/long-chain acyl-CoA thioesterase YigI
PCAPKKMB_00159	CDS	861	pldA	3.1.1.32	COG2829	Phospholipase A1
PCAPKKMB_00160	CDS	1827	recQ	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
PCAPKKMB_00161	CDS	621	rhtC_1		COG1280	Threonine efflux protein
PCAPKKMB_00162	CDS	921				ISNCY family transposase ISRor2
PCAPKKMB_00163	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
PCAPKKMB_00164	CDS	993	pldB	3.1.1.5	COG2267	Lysophospholipase L2
PCAPKKMB_00165	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
PCAPKKMB_00166	CDS	900	bioP		COG0697	Biotin transporter
PCAPKKMB_00167	CDS	954	metR		COG0583	HTH-type transcriptional regulator MetR
PCAPKKMB_00168	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
PCAPKKMB_00169	CDS	813	clcD	3.1.1.45	COG0412	Carboxymethylenebutenolidase
PCAPKKMB_00170	CDS	762	udp	2.4.2.3		Uridine phosphorylase
PCAPKKMB_00171	CDS	1449				hypothetical protein
PCAPKKMB_00172	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PCAPKKMB_00173	CDS	606	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
PCAPKKMB_00174	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
PCAPKKMB_00175	CDS	252	tatA		COG1826	Sec-independent protein translocase protein TatA
PCAPKKMB_00176	CDS	537	tatB		COG1826	Sec-independent protein translocase protein TatB
PCAPKKMB_00177	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
PCAPKKMB_00178	CDS	792	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
PCAPKKMB_00179	CDS	489	rfaH			Transcription antitermination protein RfaH
PCAPKKMB_00180	CDS	1476	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PCAPKKMB_00181	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
PCAPKKMB_00182	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
PCAPKKMB_00183	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
PCAPKKMB_00184	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
PCAPKKMB_00185	CDS	615	yigZ		COG1739	IMPACT family member YigZ
PCAPKKMB_00186	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
PCAPKKMB_00187	CDS	534	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
PCAPKKMB_00188	rRNA	1541				16S ribosomal RNA
PCAPKKMB_00189	tRNA	77				tRNA-Ile(gat)
PCAPKKMB_00190	tRNA	76				tRNA-Ala(tgc)
PCAPKKMB_00191	rRNA	2902				23S ribosomal RNA
PCAPKKMB_00192	rRNA	116				5S ribosomal RNA
PCAPKKMB_00193	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
PCAPKKMB_00194	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
PCAPKKMB_00195	CDS	927	coaA	2.7.1.33		Pantothenate kinase
PCAPKKMB_00196	tRNA	76				tRNA-Thr(tgt)
PCAPKKMB_00197	tRNA	85				tRNA-Tyr(gta)
PCAPKKMB_00198	tRNA	75				tRNA-Gly(tcc)
PCAPKKMB_00199	tRNA	76				tRNA-Thr(ggt)
PCAPKKMB_00200	CDS	1185	tufA_1	3.6.5.3	COG0050	Elongation factor Tu 1
PCAPKKMB_00201	CDS	384	secE		COG0690	Protein translocase subunit SecE
PCAPKKMB_00202	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
PCAPKKMB_00203	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
PCAPKKMB_00204	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
PCAPKKMB_00205	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
PCAPKKMB_00206	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
PCAPKKMB_00207	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
PCAPKKMB_00208	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
PCAPKKMB_00209	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
PCAPKKMB_00210	CDS	318	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
PCAPKKMB_00211	CDS	306	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
PCAPKKMB_00212	CDS	1533				hypothetical protein
PCAPKKMB_00213	CDS	1134	thiH	4.1.99.19		2-iminoacetate synthase
PCAPKKMB_00214	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
PCAPKKMB_00215	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
PCAPKKMB_00216	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
PCAPKKMB_00217	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
PCAPKKMB_00218	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PCAPKKMB_00219	CDS	498	rsd		COG3160	Regulator of sigma D
PCAPKKMB_00220	CDS	774	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
PCAPKKMB_00221	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
PCAPKKMB_00222	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
PCAPKKMB_00223	CDS	591			COG3068	putative protein
PCAPKKMB_00224	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
PCAPKKMB_00225	CDS	696				hypothetical protein
PCAPKKMB_00226	CDS	438	zraP			Signaling pathway modulator ZraP
PCAPKKMB_00227	CDS	1395	zraS	2.7.13.3		Sensor histidine kinase ZraS
PCAPKKMB_00228	CDS	1332	zraR			Transcriptional regulatory protein ZraR
PCAPKKMB_00229	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PCAPKKMB_00230	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
PCAPKKMB_00231	CDS	204				hypothetical protein
PCAPKKMB_00232	rRNA	1540				16S ribosomal RNA
PCAPKKMB_00233	tRNA	76				tRNA-Glu(ttc)
PCAPKKMB_00234	rRNA	2902				23S ribosomal RNA
PCAPKKMB_00235	rRNA	116				5S ribosomal RNA
PCAPKKMB_00236	CDS	462	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
PCAPKKMB_00237	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
PCAPKKMB_00238	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
PCAPKKMB_00239	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
PCAPKKMB_00240	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
PCAPKKMB_00241	CDS	831	iclR		COG1414	Transcriptional repressor IclR
PCAPKKMB_00242	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
PCAPKKMB_00243	CDS	1632				hypothetical protein
PCAPKKMB_00244	CDS	810	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
PCAPKKMB_00245	CDS	1233	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
PCAPKKMB_00246	CDS	825	sorM			PTS system sorbose-specific EIID component
PCAPKKMB_00247	CDS	801	sorA_1			PTS system sorbose-specific EIIC component
PCAPKKMB_00248	CDS	495	sorB_1	2.7.1.206		PTS system sorbose-specific EIIB component
PCAPKKMB_00249	CDS	408	sorF			PTS system sorbose-specific EIIA component
PCAPKKMB_00250	CDS	804	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
PCAPKKMB_00251	CDS	954	sorC_1			Sorbitol operon regulator
PCAPKKMB_00252	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
PCAPKKMB_00253	CDS	273				hypothetical protein
PCAPKKMB_00254	CDS	930	panS			Pantothenate precursors transporter PanS
PCAPKKMB_00255	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
PCAPKKMB_00256	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
PCAPKKMB_00257	CDS	456	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
PCAPKKMB_00258	CDS	510				hypothetical protein
PCAPKKMB_00259	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PCAPKKMB_00260	CDS	321				hypothetical protein
PCAPKKMB_00261	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
PCAPKKMB_00262	CDS	1278				hypothetical protein
PCAPKKMB_00263	CDS	411	psiE		COG3223	Protein PsiE
PCAPKKMB_00264	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
PCAPKKMB_00265	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
PCAPKKMB_00266	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
PCAPKKMB_00267	CDS	1110	malK_1	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
PCAPKKMB_00268	CDS	1290	lamB_1			maltoporin LamB
PCAPKKMB_00269	CDS	924				hypothetical protein
PCAPKKMB_00270	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
PCAPKKMB_00271	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
PCAPKKMB_00272	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
PCAPKKMB_00273	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
PCAPKKMB_00274	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
PCAPKKMB_00275	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
PCAPKKMB_00276	CDS	210				hypothetical protein
PCAPKKMB_00277	CDS	516	zur		COG0735	Zinc uptake regulation protein
PCAPKKMB_00278	CDS	489				hypothetical protein
PCAPKKMB_00279	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
PCAPKKMB_00280	CDS	243	pspG			Phage shock protein G
PCAPKKMB_00281	CDS	984	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
PCAPKKMB_00282	CDS	1416	dnaB	5.6.2.3	COG0305	Replicative DNA helicase DnaB
PCAPKKMB_00283	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
PCAPKKMB_00284	CDS	1194	tyrB_1	2.6.1.5		Tyrosine aminotransferase
PCAPKKMB_00285	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
PCAPKKMB_00286	CDS	417				hypothetical protein
PCAPKKMB_00287	CDS	357	yjbR		COG2315	putative protein YjbR
PCAPKKMB_00288	CDS	2826	uvrA		COG0178	UvrABC system protein A
PCAPKKMB_00289	CDS	525	ssb1			Single-stranded DNA-binding protein 1
PCAPKKMB_00290	CDS	1581	mltF_1			Membrane-bound lytic murein transglycosylase F
PCAPKKMB_00291	CDS	2259	fepA_1		COG4771	Ferrienterobactin receptor
PCAPKKMB_00292	CDS	369	ramA_1			Transcriptional regulator RamA
PCAPKKMB_00293	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
PCAPKKMB_00294	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
PCAPKKMB_00295	CDS	354	iraM			Anti-adapter protein IraM
PCAPKKMB_00296	CDS	762	suhB_1	3.1.3.25	COG0483	Nus factor SuhB
PCAPKKMB_00297	CDS	1014	ccpA			Catabolite control protein A
PCAPKKMB_00298	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
PCAPKKMB_00299	CDS	1062	uup_1	3.6.1.-		ATP-binding protein Uup
PCAPKKMB_00300	CDS	1140				hypothetical protein
PCAPKKMB_00301	CDS	834				hypothetical protein
PCAPKKMB_00302	CDS	858				hypothetical protein
PCAPKKMB_00303	CDS	282				hypothetical protein
PCAPKKMB_00304	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
PCAPKKMB_00305	CDS	330	soxS		COG2207	Regulatory protein SoxS
PCAPKKMB_00306	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
PCAPKKMB_00307	CDS	669				hypothetical protein
PCAPKKMB_00308	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
PCAPKKMB_00309	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
PCAPKKMB_00310	CDS	882	oxyR_3		COG0583	DNA-binding transcriptional dual regulator OxyR
PCAPKKMB_00311	CDS	408	cidA			Holin-like protein CidA
PCAPKKMB_00312	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
PCAPKKMB_00313	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
PCAPKKMB_00314	CDS	690	lpfB		COG3121	putative fimbrial chaperone LpfB
