locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOLFJHIJ_00054	CDS	1194				hypothetical protein
HOLFJHIJ_00055	CDS	972	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
HOLFJHIJ_00056	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
HOLFJHIJ_00057	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
HOLFJHIJ_00058	CDS	459				hypothetical protein
HOLFJHIJ_00059	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
HOLFJHIJ_00060	CDS	795	rlmA	2.1.1.187	COG2226	23S rRNA (guanine(745)-N(1))-methyltransferase
HOLFJHIJ_00061	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
HOLFJHIJ_00062	CDS	210	cspC		COG1278	Cold shock-like protein CspC
HOLFJHIJ_00063	CDS	291				hypothetical protein
HOLFJHIJ_00064	CDS	240				hypothetical protein
HOLFJHIJ_00065	CDS	792	kdgR		COG1414	HTH-type transcriptional regulator KdgR
HOLFJHIJ_00066	CDS	1371	ribZ_1		COG2814	Riboflavin transporter RibZ
HOLFJHIJ_00067	CDS	885	htpX_1	3.4.24.-	COG0501	Protease HtpX
HOLFJHIJ_00068	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
HOLFJHIJ_00069	CDS	678	proQ		COG3109	RNA chaperone ProQ
HOLFJHIJ_00070	CDS	555	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
HOLFJHIJ_00071	CDS	1284	letA		COG2995	Lipophilic envelope-spanning tunnel protein A
HOLFJHIJ_00072	CDS	2634	letB		COG3008	Lipophilic envelope-spanning tunnel protein B
HOLFJHIJ_00073	CDS	1389	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
HOLFJHIJ_00074	CDS	240	yebV			putative protein YebV
HOLFJHIJ_00075	CDS	192				hypothetical protein
HOLFJHIJ_00076	CDS	654	pphA	3.1.3.16		Serine/threonine-protein phosphatase 1
HOLFJHIJ_00077	CDS	1011			COG2990	putative protein
HOLFJHIJ_00078	CDS	339	yebY			putative protein YebY
HOLFJHIJ_00079	CDS	870	yebZ		COG1276	Inner membrane protein YebZ
HOLFJHIJ_00080	CDS	375	yobA		COG2372	Protein YobA
HOLFJHIJ_00081	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
HOLFJHIJ_00082	CDS	660	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
HOLFJHIJ_00083	CDS	2028	ptrB	3.4.21.83	COG1770	Protease 2
HOLFJHIJ_00084	CDS	660	yebE		COG2979	Inner membrane protein YebE
HOLFJHIJ_00085	CDS	348				hypothetical protein
HOLFJHIJ_00086	CDS	1179	purT	6.3.1.21	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
HOLFJHIJ_00087	CDS	642	eda	4.1.3.42	COG0800	KHG/KDPG aldolase
HOLFJHIJ_00088	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
HOLFJHIJ_00089	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
HOLFJHIJ_00090	CDS	888	hexR_1		COG1737	HTH-type transcriptional regulator HexR
HOLFJHIJ_00091	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
HOLFJHIJ_00092	CDS	1071	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
HOLFJHIJ_00093	CDS	1320	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
HOLFJHIJ_00094	CDS	945	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
HOLFJHIJ_00095	CDS	753	znuC	7.2.2.20		Zinc import ATP-binding protein ZnuC
HOLFJHIJ_00096	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
HOLFJHIJ_00097	CDS	1011	ruvB	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
HOLFJHIJ_00098	CDS	612	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
HOLFJHIJ_00099	CDS	522	ruvC	3.1.21.10	COG0817	Crossover junction endodeoxyribonuclease RuvC
HOLFJHIJ_00100	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
HOLFJHIJ_00101	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
HOLFJHIJ_00102	CDS	1788	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
HOLFJHIJ_00103	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
HOLFJHIJ_00104	CDS	819				hypothetical protein
HOLFJHIJ_00105	CDS	396	yecN		COG3788	Inner membrane protein YecN
HOLFJHIJ_00106	CDS	744	cmoA	2.1.3.-	COG2226	Carboxy-S-adenosyl-L-methionine synthase
HOLFJHIJ_00107	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
HOLFJHIJ_00108	CDS	744	cutC			PF03932 family protein CutC
HOLFJHIJ_00109	CDS	570	yecM		COG3102	Protein YecM
HOLFJHIJ_00110	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
HOLFJHIJ_00111	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
HOLFJHIJ_00112	CDS	1584	yagG_1		COG2211	Putative glycoside/cation symporter YagG
HOLFJHIJ_00113	CDS	429	uspC		COG0589	Universal stress protein C
HOLFJHIJ_00114	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
HOLFJHIJ_00115	CDS	789	otsB	3.1.3.12		Trehalose-phosphate phosphatase
HOLFJHIJ_00116	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
HOLFJHIJ_00117	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
HOLFJHIJ_00118	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
HOLFJHIJ_00119	CDS	510	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
HOLFJHIJ_00120	CDS	1563	yagG_2		COG2211	Putative glycoside/cation symporter YagG
HOLFJHIJ_00121	CDS	252				hypothetical protein
HOLFJHIJ_00122	CDS	1422	hsrA_1		COG0477	putative transport protein HsrA
HOLFJHIJ_00123	CDS	639				hypothetical protein
HOLFJHIJ_00124	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
HOLFJHIJ_00125	CDS	240				hypothetical protein
HOLFJHIJ_00126	CDS	1143	tyrP		COG0814	Tyrosine-specific transport system
HOLFJHIJ_00127	CDS	669				hypothetical protein
HOLFJHIJ_00128	CDS	882	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HOLFJHIJ_00129	tRNA	87				tRNA-Leu(taa)
HOLFJHIJ_00130	tRNA	74				tRNA-Cys(gca)
HOLFJHIJ_00131	tRNA	76				tRNA-Gly(gcc)
HOLFJHIJ_00132	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HOLFJHIJ_00133	CDS	1833	uvrC		COG0322	UvrABC system protein C
HOLFJHIJ_00134	CDS	657	uvrY		COG2197	Response regulator UvrY
HOLFJHIJ_00135	CDS	225				hypothetical protein
HOLFJHIJ_00136	CDS	723	sdiA		COG2197	Regulatory protein SdiA
HOLFJHIJ_00137	CDS	753	tcyN	7.4.2.12	COG1126	L-cystine transport system ATP-binding protein TcyN
HOLFJHIJ_00138	CDS	669	tcyL_1		COG0765	L-cystine transport system permease protein TcyL
HOLFJHIJ_00139	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
HOLFJHIJ_00140	CDS	768	tcyJ_1		COG0834	L-cystine-binding protein TcyJ
HOLFJHIJ_00141	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
HOLFJHIJ_00142	CDS	432				hypothetical protein
HOLFJHIJ_00143	CDS	624	rcsA		COG2197	Transcriptional regulatory protein RcsA
HOLFJHIJ_00144	CDS	192	dsrB			Protein DsrB
HOLFJHIJ_00145	CDS	225				hypothetical protein
HOLFJHIJ_00146	CDS	1680	dgcQ	2.7.7.65	COG3706	putative diguanylate cyclase DgcQ
HOLFJHIJ_00147	CDS	912	yedI		COG2354	Inner membrane protein YedI
HOLFJHIJ_00148	CDS	912	yedA		COG0697	putative inner membrane transporter YedA
HOLFJHIJ_00149	CDS	498	vsr	3.1.-.-	COG3727	DNA mismatch endonuclease Vsr
HOLFJHIJ_00150	CDS	1401	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
HOLFJHIJ_00151	CDS	708	yedJ		COG1418	putative protein YedJ
HOLFJHIJ_00152	CDS	282	drpB			Cell division protein DrpB
HOLFJHIJ_00153	CDS	1146	ompN_1		COG3203	Outer membrane porin N
HOLFJHIJ_00154	CDS	222				hypothetical protein
HOLFJHIJ_00155	CDS	1221				ISL3 family transposase ISKox3
HOLFJHIJ_00156	CDS	159				hypothetical protein
HOLFJHIJ_00157	CDS	801				hypothetical protein
HOLFJHIJ_00158	CDS	1962				hypothetical protein
HOLFJHIJ_00159	CDS	3060				hypothetical protein
HOLFJHIJ_00160	CDS	381				hypothetical protein
HOLFJHIJ_00161	CDS	483				hypothetical protein
HOLFJHIJ_00162	CDS	2547				hypothetical protein
HOLFJHIJ_00163	CDS	378				hypothetical protein
HOLFJHIJ_00164	CDS	264				hypothetical protein
HOLFJHIJ_00165	CDS	384				hypothetical protein
HOLFJHIJ_00166	CDS	492				hypothetical protein
HOLFJHIJ_00167	CDS	366				hypothetical protein
HOLFJHIJ_00168	CDS	540				hypothetical protein
HOLFJHIJ_00169	CDS	333				hypothetical protein
HOLFJHIJ_00170	CDS	198				hypothetical protein
HOLFJHIJ_00171	CDS	327				hypothetical protein
HOLFJHIJ_00172	CDS	1164				hypothetical protein
HOLFJHIJ_00173	CDS	669				hypothetical protein
HOLFJHIJ_00174	CDS	1278				hypothetical protein
HOLFJHIJ_00175	CDS	1533				hypothetical protein
HOLFJHIJ_00176	CDS	435				hypothetical protein
HOLFJHIJ_00177	CDS	210				hypothetical protein
HOLFJHIJ_00178	CDS	291				hypothetical protein
HOLFJHIJ_00179	CDS	207				hypothetical protein
HOLFJHIJ_00180	CDS	246				hypothetical protein
HOLFJHIJ_00181	CDS	201				hypothetical protein
HOLFJHIJ_00182	CDS	198				hypothetical protein
HOLFJHIJ_00183	CDS	276				hypothetical protein
HOLFJHIJ_00184	CDS	630				hypothetical protein
HOLFJHIJ_00185	CDS	282				hypothetical protein
HOLFJHIJ_00186	CDS	396				hypothetical protein
HOLFJHIJ_00187	CDS	258				hypothetical protein
HOLFJHIJ_00188	tRNA	76				tRNA-Thr(tgt)
HOLFJHIJ_00189	CDS	579				hypothetical protein
HOLFJHIJ_00190	CDS	981				hypothetical protein
HOLFJHIJ_00191	CDS	378	rusA_1	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
HOLFJHIJ_00192	CDS	810	dam_1	2.1.1.72	COG0338	DNA adenine methylase
HOLFJHIJ_00193	CDS	915				hypothetical protein
HOLFJHIJ_00194	CDS	462				hypothetical protein
HOLFJHIJ_00195	CDS	696				hypothetical protein
HOLFJHIJ_00196	CDS	918	rdgC_1		COG2974	Recombination-associated protein RdgC
HOLFJHIJ_00197	CDS	300				hypothetical protein
HOLFJHIJ_00198	CDS	786				hypothetical protein
HOLFJHIJ_00199	CDS	135				hypothetical protein
HOLFJHIJ_00200	CDS	462				hypothetical protein
HOLFJHIJ_00201	CDS	207				hypothetical protein
HOLFJHIJ_00202	CDS	477				hypothetical protein
HOLFJHIJ_00203	CDS	129				hypothetical protein
HOLFJHIJ_00204	CDS	423				hypothetical protein
HOLFJHIJ_00205	CDS	201				hypothetical protein
HOLFJHIJ_00206	CDS	228				hypothetical protein
HOLFJHIJ_00207	CDS	993				hypothetical protein
HOLFJHIJ_00208	tRNA	90				tRNA-Ser(cga)
HOLFJHIJ_00209	CDS	798	mtfA	3.4.11.-		Mlc titration factor A
HOLFJHIJ_00210	tRNA	76				tRNA-Asn(gtt)
HOLFJHIJ_00211	CDS	696				HTH-type transcriptional regulator
HOLFJHIJ_00212	CDS	942	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
HOLFJHIJ_00213	CDS	951	cbl		COG0583	HTH-type transcriptional regulator cbl
HOLFJHIJ_00214	CDS	918	argP_1			HTH-type transcriptional regulator ArgP
HOLFJHIJ_00215	tRNA	76				tRNA-Asn(gtt)
HOLFJHIJ_00216	CDS	1635				hypothetical protein
HOLFJHIJ_00217	CDS	705	acuR		COG1309	Transcriptional regulator AcuR
HOLFJHIJ_00218	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
HOLFJHIJ_00219	CDS	933				hypothetical protein
HOLFJHIJ_00220	CDS	1623	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HOLFJHIJ_00221	CDS	246	pmrD			Signal transduction protein PmrD
HOLFJHIJ_00222	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
HOLFJHIJ_00223	tRNA	76				tRNA-Asn(gtt)
HOLFJHIJ_00224	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
HOLFJHIJ_00225	tRNA	76				tRNA-Asn(gtt)
HOLFJHIJ_00226	CDS	1263	intA_1		COG0582	Prophage integrase IntA
HOLFJHIJ_00227	CDS	1305	mbtI	5.4.99.5	COG1169	Salicylate synthase
HOLFJHIJ_00228	CDS	1281	schE		COG2814	Schizokinen exporter SchE
HOLFJHIJ_00229	CDS	1803	ybtQ			yersiniabactin ABC transporter ATP-binding/permease protein YbtQ
HOLFJHIJ_00230	CDS	1713	ybtP			yersiniabactin ABC transporter ATP-binding/permease protein YbtP
HOLFJHIJ_00231	CDS	960				hypothetical protein
HOLFJHIJ_00232	CDS	6108	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HOLFJHIJ_00233	CDS	9492	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
HOLFJHIJ_00234	CDS	1101				hypothetical protein
HOLFJHIJ_00235	CDS	804	pikAV	3.1.2.-		Thioesterase PikA5
HOLFJHIJ_00236	CDS	1578	dhbE	6.2.1.71	COG1021	2,3-dihydroxybenzoate-AMP ligase
HOLFJHIJ_00237	CDS	2022	fyuA		COG4771	Pesticin receptor
HOLFJHIJ_00238	CDS	927				hypothetical protein
HOLFJHIJ_00239	CDS	186				hypothetical protein
HOLFJHIJ_00240	CDS	183				hypothetical protein
HOLFJHIJ_00241	CDS	582				hypothetical protein
HOLFJHIJ_00242	CDS	234				hypothetical protein
HOLFJHIJ_00243	CDS	711				hypothetical protein
HOLFJHIJ_00244	CDS	294	ptlA			Type IV secretion system protein PtlA
HOLFJHIJ_00245	CDS	2739	virB4_1			Type IV secretion system protein virB4
HOLFJHIJ_00246	CDS	708				hypothetical protein
HOLFJHIJ_00247	CDS	243				hypothetical protein
HOLFJHIJ_00248	CDS	1074				hypothetical protein
HOLFJHIJ_00249	CDS	138				hypothetical protein
HOLFJHIJ_00250	CDS	684	ptlE		COG3736	Type IV secretion system protein PtlE
HOLFJHIJ_00251	CDS	906	virB9_1			Type IV secretion system protein virB9
HOLFJHIJ_00252	CDS	1251				hypothetical protein
HOLFJHIJ_00253	CDS	1026				Type IV secretion system protein VirB11
HOLFJHIJ_00254	CDS	306				hypothetical protein
HOLFJHIJ_00255	CDS	306				hypothetical protein
HOLFJHIJ_00256	CDS	1860				hypothetical protein
HOLFJHIJ_00257	CDS	747				hypothetical protein
HOLFJHIJ_00258	CDS	948	traC_1	2.7.7.-		DNA primase TraC
HOLFJHIJ_00259	CDS	264				IS3 family transposase IS1222
HOLFJHIJ_00260	CDS	1059				hypothetical protein
HOLFJHIJ_00261	CDS	1785				hypothetical protein
HOLFJHIJ_00262	CDS	1566				hypothetical protein
HOLFJHIJ_00263	CDS	1674				hypothetical protein
HOLFJHIJ_00264	CDS	1104				hypothetical protein
HOLFJHIJ_00265	CDS	972				hypothetical protein
HOLFJHIJ_00266	CDS	837	cpo	1.11.1.-		Non-heme chloroperoxidase
HOLFJHIJ_00267	CDS	576				hypothetical protein
HOLFJHIJ_00268	CDS	915	gcvA_1		COG0583	Glycine cleavage system transcriptional activator
HOLFJHIJ_00269	CDS	336				hypothetical protein
HOLFJHIJ_00270	CDS	333	yeaR_2		COG3615	putative protein YeaR
HOLFJHIJ_00271	CDS	1788				hypothetical protein
HOLFJHIJ_00272	CDS	381				hypothetical protein
HOLFJHIJ_00273	CDS	1320	shiA_1		COG0477	Shikimate transporter
HOLFJHIJ_00274	CDS	741	lipL	2.3.1.204		Lipoyl-[GcvH]:protein N-lipoyltransferase
HOLFJHIJ_00275	CDS	957	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
HOLFJHIJ_00276	CDS	390				hypothetical protein
HOLFJHIJ_00277	CDS	732				hypothetical protein
HOLFJHIJ_00278	CDS	1110	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
HOLFJHIJ_00279	CDS	1068	cobT_1	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
HOLFJHIJ_00280	CDS	741	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
HOLFJHIJ_00281	CDS	324	tmaR		COG2926	Pole-localizer protein TmaR
HOLFJHIJ_00282	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
HOLFJHIJ_00283	CDS	351	sbmC_1		COG3449	DNA gyrase inhibitor
HOLFJHIJ_00284	CDS	159	sbmC_2		COG3449	DNA gyrase inhibitor
HOLFJHIJ_00285	CDS	1164	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
HOLFJHIJ_00286	CDS	1425	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
HOLFJHIJ_00287	CDS	2103	fusA1_1			elongation factor G FusA1
HOLFJHIJ_00288	CDS	312				hypothetical protein
HOLFJHIJ_00289	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
HOLFJHIJ_00290	CDS	891	yhaJ_1		COG0583	HTH-type transcriptional regulator YhaJ
HOLFJHIJ_00291	CDS	825	yeeZ		COG0451	Protein YeeZ
HOLFJHIJ_00292	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
HOLFJHIJ_00293	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
HOLFJHIJ_00294	CDS	1062	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
HOLFJHIJ_00295	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
HOLFJHIJ_00296	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
HOLFJHIJ_00297	CDS	738	hisA	5.3.1.16		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
HOLFJHIJ_00298	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
HOLFJHIJ_00299	CDS	597	hisI			Histidine biosynthesis bifunctional protein HisIE
HOLFJHIJ_00300	CDS	1116	wbdC	2.4.1.348		O-antigen chain mannosyltransferase C
HOLFJHIJ_00301	CDS	1146	wbdB	2.4.1.349		O-antigen chain mannosyltransferase B
HOLFJHIJ_00302	CDS	2397	wbdA	2.4.1.-		Serotype-specific mannosyltransferase WbdA
HOLFJHIJ_00303	CDS	2082	wbdD			O-antigen chain terminator bifunctional methyltransferase/kinase WbdD
HOLFJHIJ_00304	CDS	1296	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HOLFJHIJ_00305	CDS	786				hypothetical protein
HOLFJHIJ_00306	CDS	1383	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
HOLFJHIJ_00307	CDS	1416	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
HOLFJHIJ_00308	CDS	1005	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
HOLFJHIJ_00309	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
HOLFJHIJ_00310	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
HOLFJHIJ_00311	CDS	1059				hypothetical protein
HOLFJHIJ_00312	CDS	2454				hypothetical protein
HOLFJHIJ_00313	CDS	123				hypothetical protein
HOLFJHIJ_00314	CDS	1263				hypothetical protein
HOLFJHIJ_00315	CDS	1095	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HOLFJHIJ_00316	CDS	1098	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HOLFJHIJ_00317	CDS	1089				hypothetical protein
HOLFJHIJ_00318	CDS	1128				hypothetical protein
HOLFJHIJ_00319	CDS	1416	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
HOLFJHIJ_00320	CDS	2163		2.7.10.-		Putative tyrosine-protein kinase in cps region
HOLFJHIJ_00321	CDS	555	wza_1		COG1596	Putative polysaccharide export protein Wza
HOLFJHIJ_00322	CDS	399	wza_2		COG1596	Putative polysaccharide export protein Wza
HOLFJHIJ_00323	CDS	1434				hypothetical protein
HOLFJHIJ_00324	CDS	630				hypothetical protein
HOLFJHIJ_00325	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HOLFJHIJ_00326	CDS	1584				hypothetical protein
HOLFJHIJ_00327	CDS	627				hypothetical protein
HOLFJHIJ_00328	CDS	1254				hypothetical protein
HOLFJHIJ_00329	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
HOLFJHIJ_00330	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
HOLFJHIJ_00331	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
HOLFJHIJ_00332	CDS	1353	dnaK_1			Chaperone protein DnaK
HOLFJHIJ_00333	CDS	693				hypothetical protein
HOLFJHIJ_00334	CDS	1167	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
HOLFJHIJ_00335	CDS	702	phoP_1			Two-component response regulator PhoP
HOLFJHIJ_00336	CDS	141				hypothetical protein
HOLFJHIJ_00337	CDS	612				hypothetical protein
HOLFJHIJ_00338	CDS	1275	dctA_1		COG1301	C4-dicarboxylate transport protein
HOLFJHIJ_00339	CDS	1239	mdtA_1		COG0845	Multidrug resistance protein MdtA
HOLFJHIJ_00340	CDS	3123	mdtB			Multidrug resistance protein MdtB
HOLFJHIJ_00341	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
HOLFJHIJ_00342	CDS	1416	mdtD		COG2814	Putative multidrug resistance protein MdtD
HOLFJHIJ_00343	CDS	1479	baeS			two-component system sensor histidine kinase BaeS
HOLFJHIJ_00344	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
