qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_023911_00309|MPF_F	JBVQRX010000002.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_1, whole genome shotgun sequence	286	294305	1	286	87277	88134	286	22	92.308	100.0	100.0	minus	3.94e-175	534	mate-pair-formation
NC_016980_00240|MPF_F	JBVQRX010000002.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_1, whole genome shotgun sequence	708	294305	1	708	213736	215859	708	0	100.0	100.0	100.0	minus	0.0	1480	mate-pair-formation
NC_018107_00101|MPF_F	JBVQRX010000002.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_1, whole genome shotgun sequence	480	294305	1	480	224052	225491	480	18	96.25	100.0	100.0	plus	0.0	923	mate-pair-formation
NC_014312_00116|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	101	164117	1	101	20188	20490	101	3	97.03	100.0	100.0	plus	3.72e-63	204	mate-pair-formation
NC_014312_00118|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	246	164117	1	246	21066	21803	246	2	99.187	100.0	100.0	plus	3.84e-162	494	mate-pair-formation
NC_023332_00154|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	474	164117	1	474	21806	23227	474	2	99.578	100.0	100.0	plus	0.0	789	mate-pair-formation
NC_021654_00004|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	189	164117	1	189	23842	24408	189	0	100.0	100.0	100.0	plus	2.18e-125	386	mate-pair-formation
NC_021502_00131|MPF_T	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	879	164117	1	879	27045	29681	879	33	96.246	100.0	100.0	plus	0.0	1758	mate-pair-formation
NC_014312_00128|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	211	164117	1	206	30073	30690	206	3	98.544	98.0	98.0	plus	4.310000000000001e-124	384	mate-pair-formation
NC_022609_00081|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	330	164117	1	330	30710	31699	330	14	95.758	100.0	100.0	plus	0.0	666	mate-pair-formation
NC_019389_00080|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	212	164117	1	212	31715	32350	212	7	96.698	100.0	100.0	plus	2.69e-138	424	mate-pair-formation
NC_021654_00016|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	668	164117	1	668	32350	34353	668	0	100.0	100.0	100.0	plus	0.0	1292	mate-pair-formation
NC_019165_00034|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	456	164117	1	456	37153	38520	456	1	99.781	100.0	100.0	plus	0.0	842	mate-pair-formation
NC_019155_00032|MPF_F	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	959	164117	1	948	38523	41366	948	1	99.895	99.0	99.0	plus	0.0	1853	mate-pair-formation
NC_021502_00150|MPF_T	JBVQRX010000003.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_2, whole genome shotgun sequence	770	164117	1	770	43186	45492	770	16	97.792	100.0	100.0	plus	0.0	1432	mate-pair-formation
NC_005246_00057|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	259	63589	15	259	8565	9299	245	1	99.592	95.0	95.0	plus	1.67e-165	505	mate-pair-formation
NC_019063_00094|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	170	63589	1	170	14154	14663	170	1	99.412	100.0	100.0	plus	1.44e-111	346	mate-pair-formation
NC_019344_00078|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	237	63589	1	237	15329	16039	237	2	99.156	100.0	100.0	plus	1.68e-132	409	mate-pair-formation
NC_004464_00066|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	383	63589	1	383	16051	17199	383	1	99.739	100.0	100.0	plus	0.0	648	mate-pair-formation
NC_004464_00068|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	234	63589	1	234	18575	19276	234	12	94.872	100.0	100.0	plus	4.599999999999999e-131	405	mate-pair-formation
NC_019154_00069|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	176	63589	1	176	19303	19830	176	0	100.0	100.0	100.0	plus	7.220000000000002e-103	321	mate-pair-formation
NC_005246_00069|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	129	63589	1	129	19850	20236	129	1	99.225	100.0	100.0	plus	3.96e-68	219	mate-pair-formation
NC_004464_00073|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	402	63589	1	402	23823	25028	402	0	100.0	100.0	100.0	plus	0.0	783	mate-pair-formation
NC_004464_00105|MPF_I	JBVQRX010000005.1 Klebsiella pneumoniae strain KK45 plasmid pKK45_4, whole genome shotgun sequence	695	63589	1	695	31501	33585	695	4	99.424	100.0	100.0	minus	0.0	1407	mate-pair-formation
