qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_010726_00014|MPF_T	CM189233.1 Klebsiella pneumoniae isolate C8092 chromosome, complete sequence, whole genome shotgun sequence	301	5410872	1	301	3291188	3292090	301	3	99.003	100.0	100.0	minus	0.0	617	mate-pair-formation
NC_005814_00013|MPF_T	CM189233.1 Klebsiella pneumoniae isolate C8092 chromosome, complete sequence, whole genome shotgun sequence	227	5410872	1	227	3292093	3292773	227	7	96.916	100.0	100.0	minus	5.07e-130	402	mate-pair-formation
NC_014312_00116|MPF_F	JBYMLM010000003.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_2 C8092_plasmid_2, whole genome shotgun sequence	101	98143	1	101	91684	91986	101	0	100.0	100.0	100.0	plus	3.3500000000000004e-64	207	mate-pair-formation
NC_021198_00249|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	730	70869	1	730	37720	39909	730	22	96.986	100.0	100.0	minus	0.0	1388	mate-pair-formation
NC_021198_00243|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	398	70869	1	398	45989	47182	398	17	95.729	100.0	100.0	minus	0.0	749	mate-pair-formation
NC_021198_00240|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	133	70869	1	133	50859	51257	133	10	92.481	100.0	100.0	minus	5.07e-72	231	mate-pair-formation
NC_021198_00239|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	177	70869	1	171	51334	51846	171	8	95.322	97.0	97.0	minus	1.89e-79	254	mate-pair-formation
NC_021198_00238|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	239	70869	1	239	51859	52575	239	32	86.611	100.0	100.0	minus	2.8e-128	397	mate-pair-formation
NC_021198_00236|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	367	70869	1	367	53929	55029	367	16	95.64	100.0	100.0	minus	0.0	639	mate-pair-formation
NC_021198_00235|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	234	70869	1	234	55043	55744	234	8	96.581	100.0	100.0	minus	1.97e-154	472	mate-pair-formation
NC_021198_00234|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	117	70869	1	117	55783	56133	117	10	91.453	100.0	100.0	minus	4.99e-61	198	mate-pair-formation
NC_021198_00230|MPF_I	JBYMLM010000004.1 Klebsiella pneumoniae isolate C8092 plasmid pC8092_3 C8092_plasmid_3, whole genome shotgun sequence	272	70869	1	272	61029	61844	272	13	95.221	100.0	100.0	minus	3.0800000000000006e-179	545	mate-pair-formation
