locus_tag	ftype	length_bp	gene	EC_number	COG	product
FPEEIIMM_00026	CDS	930	fdhE		COG3058	Protein FdhE
FPEEIIMM_00027	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
FPEEIIMM_00028	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
FPEEIIMM_00029	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
FPEEIIMM_00030	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
FPEEIIMM_00031	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
FPEEIIMM_00032	CDS	213				hypothetical protein
FPEEIIMM_00033	CDS	324				hypothetical protein
FPEEIIMM_00034	CDS	702				hypothetical protein
FPEEIIMM_00035	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
FPEEIIMM_00036	CDS	996	rafR			HTH-type transcriptional regulator RafR
FPEEIIMM_00037	CDS	2124	rafA	3.2.1.22		Alpha-galactosidase
FPEEIIMM_00038	CDS	1266	melY		COG2211	Melibiose permease
FPEEIIMM_00039	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
FPEEIIMM_00040	CDS	1149	adhB	1.1.1.1	COG1454	Alcohol dehydrogenase 2
FPEEIIMM_00041	CDS	1005	lsrD_1			Autoinducer 2 import system permease protein LsrD
FPEEIIMM_00042	CDS	1008	rbsC_1		COG1172	Ribose import permease protein RbsC
FPEEIIMM_00043	CDS	1512	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FPEEIIMM_00044	CDS	987	lsrB_1		COG1879	Autoinducer 2-binding protein LsrB
FPEEIIMM_00045	CDS	831	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
FPEEIIMM_00046	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
FPEEIIMM_00047	CDS	1467	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
FPEEIIMM_00048	CDS	837	rhaS_1		COG4977	HTH-type transcriptional activator RhaS
FPEEIIMM_00049	CDS	846	rhaR_1		COG1917	HTH-type transcriptional activator RhaR
FPEEIIMM_00050	CDS	1035	rhaT			L-rhamnose-proton symporter
FPEEIIMM_00051	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
FPEEIIMM_00052	CDS	675	yiiM		COG2258	Protein YiiM
FPEEIIMM_00053	CDS	1374	cpxA			envelope stress sensor histidine kinase CpxA
FPEEIIMM_00054	CDS	699	cpxR			Transcriptional regulatory protein CpxR
FPEEIIMM_00055	CDS	504	cpxP		COG3678	Periplasmic protein CpxP
FPEEIIMM_00056	CDS	903	fieF		COG0053	Cation-efflux pump FieF
FPEEIIMM_00057	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
FPEEIIMM_00058	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
FPEEIIMM_00059	CDS	921	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
FPEEIIMM_00060	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
FPEEIIMM_00061	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
FPEEIIMM_00062	CDS	855	ftsN		COG3087	Cell division protein FtsN
FPEEIIMM_00063	CDS	1029	cytR_1		COG1609	HTH-type transcriptional repressor CytR
FPEEIIMM_00064	CDS	2196	priA	5.6.2.4		Replication restart protein PriA
FPEEIIMM_00065	CDS	213	rpmE		COG0254	Large ribosomal subunit protein bL31
FPEEIIMM_00066	CDS	318	metJ		COG3060	Met repressor
FPEEIIMM_00067	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
FPEEIIMM_00068	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
FPEEIIMM_00069	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
FPEEIIMM_00070	CDS	372				hypothetical protein
FPEEIIMM_00071	CDS	909	catM		COG0583	HTH-type transcriptional regulator CatM
FPEEIIMM_00072	CDS	888	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
FPEEIIMM_00073	CDS	882	yijE		COG0697	putative cystine transporter YijE
FPEEIIMM_00074	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
FPEEIIMM_00075	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
FPEEIIMM_00076	CDS	987	rhaS_2			HTH-type transcriptional activator RhaS
FPEEIIMM_00077	CDS	651	zinT		COG3443	Metal-binding protein ZinT
FPEEIIMM_00078	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
FPEEIIMM_00079	CDS	1152	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
FPEEIIMM_00080	CDS	1005	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
FPEEIIMM_00081	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
FPEEIIMM_00082	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
FPEEIIMM_00083	CDS	918	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
FPEEIIMM_00084	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
FPEEIIMM_00085	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
FPEEIIMM_00086	CDS	360	yijD			Inner membrane protein YijD
FPEEIIMM_00087	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
FPEEIIMM_00088	CDS	1839	btuB		COG4206	Vitamin B12 transporter BtuB
FPEEIIMM_00089	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
FPEEIIMM_00090	rRNA	1540				16S ribosomal RNA
FPEEIIMM_00091	tRNA	77				tRNA-Ile(gat)
FPEEIIMM_00092	tRNA	76				tRNA-Ala(tgc)
FPEEIIMM_00093	rRNA	2902				23S ribosomal RNA
FPEEIIMM_00094	rRNA	116				5S ribosomal RNA
FPEEIIMM_00095	tRNA	77				tRNA-Asp(gtc)
FPEEIIMM_00096	tRNA	76				tRNA-Trp(cca)
FPEEIIMM_00097	CDS	822	hdfR_1			HTH-type transcriptional regulator HdfR
FPEEIIMM_00098	CDS	339	maoP		COG3085	Macrodomain Ori protein
FPEEIIMM_00099	CDS	1521	comM		COG0606	Competence protein ComM
FPEEIIMM_00100	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
FPEEIIMM_00101	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
FPEEIIMM_00102	CDS	930	ilvE	2.6.1.42		Branched-chain-amino-acid aminotransferase
FPEEIIMM_00103	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FPEEIIMM_00104	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FPEEIIMM_00105	CDS	957	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
FPEEIIMM_00106	CDS	1476	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
FPEEIIMM_00107	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
FPEEIIMM_00108	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
FPEEIIMM_00109	CDS	2022	rep_1	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
FPEEIIMM_00110	CDS	723	ydfK_1		COG1811	putative membrane protein YdfK
FPEEIIMM_00111	CDS	999	graF	4.1.1.103		Gamma-resorcylate decarboxylase
FPEEIIMM_00112	CDS	927	pcpR_1		COG0583	PCP degradation transcriptional activation protein
FPEEIIMM_00113	CDS	1509	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
FPEEIIMM_00114	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
FPEEIIMM_00115	CDS	330	trxA		COG3118	Thioredoxin 1
FPEEIIMM_00116	CDS	141				hypothetical protein
FPEEIIMM_00117	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FPEEIIMM_00118	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FPEEIIMM_00119	CDS	1017	wzzE		COG3765	ECA polysaccharide chain length modulation protein
FPEEIIMM_00120	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FPEEIIMM_00121	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
FPEEIIMM_00122	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
FPEEIIMM_00123	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
FPEEIIMM_00124	CDS	675	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
FPEEIIMM_00125	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
FPEEIIMM_00126	CDS	1251	wzxE		COG2244	Lipid III flippase
FPEEIIMM_00127	CDS	1077	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
FPEEIIMM_00128	CDS	1347	wzyE			putative ECA polymerase
FPEEIIMM_00129	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
FPEEIIMM_00130	CDS	1386	thrP		COG1113	Threonine/serine transporter ThrP
FPEEIIMM_00131	tRNA	77				tRNA-Arg(ccg)
FPEEIIMM_00132	tRNA	76				tRNA-His(gtg)
FPEEIIMM_00133	tRNA	87				tRNA-Leu(cag)
FPEEIIMM_00134	tRNA	77				tRNA-Pro(tgg)
FPEEIIMM_00135	CDS	1197	hemY		COG3071	Protein HemY
FPEEIIMM_00136	CDS	1182	hemX		COG2959	Protein HemX
FPEEIIMM_00137	CDS	741	hemD	4.2.1.75		Uroporphyrinogen-III synthase
FPEEIIMM_00138	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
FPEEIIMM_00139	CDS	2631	cyaA			adenylate cyclase CyaA
FPEEIIMM_00140	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
FPEEIIMM_00141	CDS	225	lptM		COG5567	LPS-assembly lipoprotein LptM
FPEEIIMM_00142	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FPEEIIMM_00143	CDS	708				hypothetical protein
FPEEIIMM_00144	CDS	903	xerC_1		COG4973	Tyrosine recombinase XerC
FPEEIIMM_00145	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
FPEEIIMM_00146	CDS	2163	uvrD_1	5.6.2.4	COG0210	DNA helicase II
FPEEIIMM_00147	CDS	951	corA			Magnesium transport protein CorA
FPEEIIMM_00148	CDS	894	rarD		COG2962	Protein RarD
FPEEIIMM_00149	CDS	465	yigI	3.1.2.20	COG2050	Medium/long-chain acyl-CoA thioesterase YigI
FPEEIIMM_00150	CDS	861	pldA	3.1.1.32	COG2829	Phospholipase A1
FPEEIIMM_00151	CDS	1827	recQ	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
FPEEIIMM_00152	CDS	621	rhtC_1		COG1280	Threonine efflux protein
FPEEIIMM_00153	CDS	921				ISNCY family transposase ISRor2
FPEEIIMM_00154	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
FPEEIIMM_00155	CDS	993	pldB	3.1.1.5	COG2267	Lysophospholipase L2
FPEEIIMM_00156	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
FPEEIIMM_00157	CDS	900	bioP		COG0697	Biotin transporter
FPEEIIMM_00158	CDS	954	metR		COG0583	HTH-type transcriptional regulator MetR
FPEEIIMM_00159	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FPEEIIMM_00160	CDS	813	clcD	3.1.1.45	COG0412	Carboxymethylenebutenolidase
FPEEIIMM_00161	CDS	762	udp	2.4.2.3		Uridine phosphorylase
FPEEIIMM_00162	CDS	1449				hypothetical protein
FPEEIIMM_00163	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FPEEIIMM_00164	CDS	606	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
FPEEIIMM_00165	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
FPEEIIMM_00166	CDS	252	tatA		COG1826	Sec-independent protein translocase protein TatA
FPEEIIMM_00167	CDS	537	tatB		COG1826	Sec-independent protein translocase protein TatB
FPEEIIMM_00168	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
FPEEIIMM_00169	CDS	792	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
FPEEIIMM_00170	CDS	489	rfaH			Transcription antitermination protein RfaH
FPEEIIMM_00171	CDS	1476	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
FPEEIIMM_00172	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
FPEEIIMM_00173	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
FPEEIIMM_00174	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
FPEEIIMM_00175	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
FPEEIIMM_00176	CDS	615	yigZ		COG1739	IMPACT family member YigZ
FPEEIIMM_00177	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
FPEEIIMM_00178	CDS	534	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
FPEEIIMM_00179	rRNA	1540				16S ribosomal RNA
FPEEIIMM_00180	tRNA	77				tRNA-Ile(gat)
FPEEIIMM_00181	tRNA	76				tRNA-Ala(tgc)
FPEEIIMM_00182	rRNA	2902				23S ribosomal RNA
FPEEIIMM_00183	rRNA	116				5S ribosomal RNA
FPEEIIMM_00184	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FPEEIIMM_00185	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FPEEIIMM_00186	CDS	786	coaA	2.7.1.33		Pantothenate kinase
FPEEIIMM_00187	tRNA	76				tRNA-Thr(tgt)
FPEEIIMM_00188	tRNA	85				tRNA-Tyr(gta)
FPEEIIMM_00189	tRNA	75				tRNA-Gly(tcc)
FPEEIIMM_00190	tRNA	76				tRNA-Thr(ggt)
FPEEIIMM_00191	CDS	1185	tufA_1	3.6.5.3	COG0050	Elongation factor Tu 1
FPEEIIMM_00192	CDS	384	secE		COG0690	Protein translocase subunit SecE
FPEEIIMM_00193	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
FPEEIIMM_00194	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
FPEEIIMM_00195	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
FPEEIIMM_00196	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
FPEEIIMM_00197	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
FPEEIIMM_00198	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
FPEEIIMM_00199	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
FPEEIIMM_00200	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
FPEEIIMM_00201	CDS	318	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
FPEEIIMM_00202	CDS	306	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
FPEEIIMM_00203	CDS	1533				hypothetical protein
FPEEIIMM_00204	CDS	1134	thiH	4.1.99.19		2-iminoacetate synthase
FPEEIIMM_00205	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
FPEEIIMM_00206	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
FPEEIIMM_00207	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
FPEEIIMM_00208	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
FPEEIIMM_00209	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
FPEEIIMM_00210	CDS	498	rsd		COG3160	Regulator of sigma D
FPEEIIMM_00211	CDS	774	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
FPEEIIMM_00212	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
FPEEIIMM_00213	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
FPEEIIMM_00214	CDS	591			COG3068	putative protein
FPEEIIMM_00215	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
FPEEIIMM_00216	CDS	696				hypothetical protein
FPEEIIMM_00217	CDS	438	zraP			Signaling pathway modulator ZraP
FPEEIIMM_00218	CDS	1395	zraS	2.7.13.3		Sensor histidine kinase ZraS
FPEEIIMM_00219	CDS	1332	zraR			Transcriptional regulatory protein ZraR
FPEEIIMM_00220	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
FPEEIIMM_00221	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
FPEEIIMM_00222	CDS	204				hypothetical protein
FPEEIIMM_00223	rRNA	1540				16S ribosomal RNA
FPEEIIMM_00224	tRNA	76				tRNA-Glu(ttc)
FPEEIIMM_00225	rRNA	2902				23S ribosomal RNA
FPEEIIMM_00226	rRNA	116				5S ribosomal RNA
FPEEIIMM_00227	CDS	462	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
FPEEIIMM_00228	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
FPEEIIMM_00229	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
FPEEIIMM_00230	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
FPEEIIMM_00231	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
FPEEIIMM_00232	CDS	831	iclR		COG1414	Transcriptional repressor IclR
FPEEIIMM_00233	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
FPEEIIMM_00234	CDS	1632				hypothetical protein
FPEEIIMM_00235	CDS	810	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
FPEEIIMM_00236	CDS	1233	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
FPEEIIMM_00237	CDS	825	sorM			PTS system sorbose-specific EIID component
FPEEIIMM_00238	CDS	801	sorA			PTS system sorbose-specific EIIC component
FPEEIIMM_00239	CDS	495	sorB_1	2.7.1.206		PTS system sorbose-specific EIIB component
FPEEIIMM_00240	CDS	408	sorF			PTS system sorbose-specific EIIA component
FPEEIIMM_00241	CDS	804	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FPEEIIMM_00242	CDS	954	sorC_1			Sorbitol operon regulator
FPEEIIMM_00243	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
FPEEIIMM_00244	CDS	273				hypothetical protein
FPEEIIMM_00245	CDS	930	panS			Pantothenate precursors transporter PanS
FPEEIIMM_00246	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
FPEEIIMM_00247	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
FPEEIIMM_00248	CDS	456	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FPEEIIMM_00249	CDS	510				hypothetical protein
FPEEIIMM_00250	CDS	381	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FPEEIIMM_00251	CDS	321				hypothetical protein
FPEEIIMM_00252	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
FPEEIIMM_00253	CDS	1278				hypothetical protein
FPEEIIMM_00254	CDS	411	psiE		COG3223	Protein PsiE
FPEEIIMM_00255	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
FPEEIIMM_00256	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
FPEEIIMM_00257	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
FPEEIIMM_00258	CDS	1110	malK_1	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
FPEEIIMM_00259	CDS	1290	lamB_1			maltoporin LamB
FPEEIIMM_00260	CDS	924				hypothetical protein
FPEEIIMM_00261	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
FPEEIIMM_00262	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
FPEEIIMM_00263	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
FPEEIIMM_00264	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
FPEEIIMM_00265	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
FPEEIIMM_00266	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
FPEEIIMM_00267	CDS	210				hypothetical protein
FPEEIIMM_00268	CDS	516	zur		COG0735	Zinc uptake regulation protein
FPEEIIMM_00269	CDS	489				hypothetical protein
FPEEIIMM_00270	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
FPEEIIMM_00271	CDS	243	pspG			Phage shock protein G
FPEEIIMM_00272	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
FPEEIIMM_00273	CDS	1416	dnaB_1	5.6.2.3	COG0305	Replicative DNA helicase DnaB
FPEEIIMM_00274	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
FPEEIIMM_00275	CDS	1194	tyrB_1	2.6.1.5		Tyrosine aminotransferase
FPEEIIMM_00276	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
FPEEIIMM_00277	CDS	417				hypothetical protein
FPEEIIMM_00278	CDS	357	yjbR		COG2315	putative protein YjbR
FPEEIIMM_00279	CDS	2826	uvrA		COG0178	UvrABC system protein A
FPEEIIMM_00280	CDS	525	ssb1			Single-stranded DNA-binding protein 1
FPEEIIMM_00281	CDS	1581	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
FPEEIIMM_00282	CDS	2259	fepA_1		COG4771	Ferrienterobactin receptor
FPEEIIMM_00283	CDS	369	ramA_1			Transcriptional regulator RamA
FPEEIIMM_00284	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
FPEEIIMM_00285	CDS	231				hypothetical protein
FPEEIIMM_00286	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
FPEEIIMM_00287	CDS	354	iraM			Anti-adapter protein IraM
FPEEIIMM_00288	CDS	762	suhB_1	3.1.3.25	COG0483	Nus factor SuhB
FPEEIIMM_00289	CDS	1014	ccpA_1			Catabolite control protein A
FPEEIIMM_00290	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
FPEEIIMM_00291	CDS	1032	uup_1	3.6.1.-		ATP-binding protein Uup
FPEEIIMM_00292	CDS	390				hypothetical protein
FPEEIIMM_00293	CDS	834				hypothetical protein
FPEEIIMM_00294	CDS	858				hypothetical protein
FPEEIIMM_00295	CDS	282				hypothetical protein
FPEEIIMM_00296	CDS	120				hypothetical protein
FPEEIIMM_00297	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
FPEEIIMM_00298	CDS	330	soxS		COG2207	Regulatory protein SoxS
FPEEIIMM_00299	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
FPEEIIMM_00300	CDS	669				hypothetical protein
FPEEIIMM_00301	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
FPEEIIMM_00302	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
FPEEIIMM_00303	CDS	882	oxyR_3		COG0583	DNA-binding transcriptional dual regulator OxyR
FPEEIIMM_00304	CDS	408	cidA			Holin-like protein CidA
FPEEIIMM_00305	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
FPEEIIMM_00306	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
FPEEIIMM_00307	CDS	639	lpfB		COG3121	putative fimbrial chaperone LpfB
FPEEIIMM_00308	CDS	2580	fimD_1		COG3188	Outer membrane usher protein FimD
FPEEIIMM_00309	CDS	549				hypothetical protein
FPEEIIMM_00310	CDS	1098				hypothetical protein
FPEEIIMM_00311	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
FPEEIIMM_00312	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
FPEEIIMM_00313	CDS	1959	acs	6.2.1.1		Acetyl-coenzyme A synthetase
FPEEIIMM_00314	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
FPEEIIMM_00315	CDS	687				hypothetical protein
