qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021231_00058|MOBF	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	1753	222972	1	1753	24167	29425	1753	54	96.92	100.0	100.0	minus	0.0	3318	relaxase
CP035180_00077|MOBF	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	687	222972	1	251	29437	30189	251	15	94.024	37.0	98.0	minus	0.0	388	relaxase
NC_012885_00072|MOBH	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	987	137588	1	986	85663	88629	991	104	88.799	99.0	99.0	plus	0.0	1597	relaxase
NC_012690_00071|MOBH	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	458	137588	245	458	95190	95831	214	4	98.131	47.0	100.0	plus	1.89e-139	440	relaxase
NC_009793_00003|MOBC	JBUCRP010000009.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p1k-20 contig_21, whole genome shotgun sequence	243	16881	1	243	8867	9595	243	10	95.885	100.0	100.0	plus	3.3e-147	452	relaxase
NC_013284_00016|MPF_T	CM143109.1 Klebsiella pneumoniae strain SDS/K-20 chromosome, complete sequence, whole genome shotgun sequence	914	5234824	1	914	31068	33803	914	82	90.81	100.0	100.0	plus	0.0	1725	mate-pair-formation
NC_010726_00011|MPF_T	CM143109.1 Klebsiella pneumoniae strain SDS/K-20 chromosome, complete sequence, whole genome shotgun sequence	358	5234824	5	358	34794	35855	354	45	87.288	99.0	99.0	plus	2.83e-175	538	mate-pair-formation
NC_005814_00013|MPF_T	CM143109.1 Klebsiella pneumoniae strain SDS/K-20 chromosome, complete sequence, whole genome shotgun sequence	227	5234824	1	227	36080	36760	227	3	98.678	100.0	100.0	plus	1.92e-132	409	mate-pair-formation
NC_010726_00014|MPF_T	CM143109.1 Klebsiella pneumoniae strain SDS/K-20 chromosome, complete sequence, whole genome shotgun sequence	301	5234824	1	301	36763	37665	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_021502_00150|MPF_T	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	770	222972	1	770	29428	31734	770	17	97.662	100.0	100.0	minus	0.0	1429	mate-pair-formation
NC_019155_00032|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	959	222972	1	948	33556	36399	948	3	99.684	99.0	99.0	minus	0.0	1849	mate-pair-formation
NC_019165_00034|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	456	222972	5	456	36402	37757	452	9	98.009	99.0	99.0	minus	0.0	817	mate-pair-formation
NC_021654_00016|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	668	222972	15	668	40621	42582	654	12	98.165	98.0	98.0	minus	0.0	1233	mate-pair-formation
NC_019389_00080|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	212	222972	1	212	42635	43270	212	7	96.698	100.0	100.0	minus	4.52e-138	424	mate-pair-formation
NC_022609_00081|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	330	222972	1	330	43286	44275	330	14	95.758	100.0	100.0	minus	0.0	666	mate-pair-formation
NC_014312_00128|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	211	222972	1	206	44295	44912	206	5	97.573	98.0	98.0	minus	3.72e-123	381	mate-pair-formation
NC_021502_00131|MPF_T	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	879	222972	1	879	45304	47940	879	32	96.359	100.0	100.0	minus	0.0	1758	mate-pair-formation
NC_021231_00085|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	189	222972	1	189	50342	50908	189	3	98.413	100.0	100.0	minus	1.36e-94	298	mate-pair-formation
NC_023332_00154|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	474	222972	1	474	51529	52950	474	3	99.367	100.0	100.0	minus	0.0	789	mate-pair-formation
NC_014312_00118|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	246	222972	1	246	52953	53690	246	2	99.187	100.0	100.0	minus	3.9000000000000004e-162	494	mate-pair-formation
NC_014312_00116|MPF_F	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	101	222972	1	101	54266	54568	101	3	97.03	100.0	100.0	minus	3.7800000000000003e-63	204	mate-pair-formation
NC_012885_00167|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	477	137588	1	477	31783	33213	477	12	97.484	100.0	100.0	plus	0.0	931	mate-pair-formation
NC_009140_00071|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	621	137588	1	621	88632	90494	621	0	100.0	100.0	100.0	plus	0.0	1177	mate-pair-formation
NC_014170_00023|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	305	137588	1	305	94917	95831	305	24	92.131	100.0	100.0	plus	0.0	569	mate-pair-formation
NC_012885_00083|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	438	137588	1	438	95831	97144	438	42	90.411	100.0	100.0	plus	0.0	752	mate-pair-formation
NC_016974_00085|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	192	137588	1	192	97144	97719	192	1	99.479	100.0	100.0	plus	9e-118	365	mate-pair-formation
NC_012885_00088|MPF_T	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	815	137588	1	815	109141	111585	815	15	98.16	100.0	100.0	plus	0.0	1640	mate-pair-formation
NC_012885_00091|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	422	137588	1	422	112410	113672	422	24	94.076	100.0	100.0	plus	0.0	821	mate-pair-formation
NC_023291_00077|MPF_F	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	335	137588	1	335	114340	115344	335	2	99.403	100.0	100.0	plus	0.0	582	mate-pair-formation
