locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAONMONA_00037	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
KAONMONA_00038	CDS	240				hypothetical protein
KAONMONA_00039	CDS	867	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
KAONMONA_00040	CDS	1299	ptsJ			Vitamin B6 salvage pathway transcriptional repressor PtsJ
KAONMONA_00041	CDS	396	yybH		COG4319	putative protein YybH
KAONMONA_00042	CDS	912	cysM	2.5.1.47		Cysteine synthase B
KAONMONA_00043	CDS	1095	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KAONMONA_00044	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
KAONMONA_00045	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
KAONMONA_00046	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
KAONMONA_00047	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
KAONMONA_00048	CDS	576	yfeY			putative protein YfeY
KAONMONA_00049	CDS	450	yfeZ			Inner membrane protein YfeZ
KAONMONA_00050	CDS	426	ypeA	2.3.1.-		Acetyltransferase YpeA
KAONMONA_00051	CDS	873	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
KAONMONA_00052	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
KAONMONA_00053	CDS	1053	eutR			HTH-type DNA-binding transcriptional activator EutR
KAONMONA_00054	CDS	486	eutK		COG4577	Bacterial microcompartment shell protein EutK
KAONMONA_00055	CDS	660	eutL			Bacterial microcompartment shell protein EutL
KAONMONA_00056	CDS	900	eutC_1	4.3.1.7		Ethanolamine ammonia-lyase small subunit
KAONMONA_00057	CDS	1362	eutB_1	4.3.1.7		Ethanolamine ammonia-lyase large subunit
KAONMONA_00058	CDS	1404	eutA			Ethanolamine ammonia-lyase reactivase EutA
KAONMONA_00059	CDS	1233	eutH			putative ethanolamine permease EutH
KAONMONA_00060	CDS	1188	eutG	1.1.1.1		putative alcohol dehydrogenase EutG
KAONMONA_00061	CDS	708	eutJ			Ethanolamine utilization protein EutJ
KAONMONA_00062	CDS	1404	eutE	1.2.1.10		Acetaldehyde dehydrogenase (acetylating) EutE
KAONMONA_00063	CDS	288	eutN			Bacterial microcompartment shell vertex protein EutN
KAONMONA_00064	CDS	291	eutM			Bacterial microcompartment shell protein EutM
KAONMONA_00065	CDS	1017	eutD	2.3.1.8		Phosphate acetyltransferase EutD
KAONMONA_00066	CDS	807	eutT	2.5.1.154		Corrinoid adenosyltransferase EutT
KAONMONA_00067	CDS	690	eutQ	2.7.2.1		Acetate kinase EutQ
KAONMONA_00068	CDS	480	eutP	2.7.2.1		putative acetate kinase EutP
KAONMONA_00069	CDS	336	eutS			Bacterial microcompartment shell protein EutS
KAONMONA_00070	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
KAONMONA_00071	CDS	957	talB_1	2.2.1.2	COG0176	Transaldolase B
KAONMONA_00072	CDS	1995	tktB	2.2.1.1	COG0021	Transketolase 2
KAONMONA_00073	CDS	1047				hypothetical protein
KAONMONA_00074	CDS	597	nudK_1	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
KAONMONA_00075	CDS	1983	aegA_1		COG0493	Putative oxidoreductase AegA
KAONMONA_00076	CDS	3114	acrB_1			multidrug efflux RND transporter permease subunit AcrB
KAONMONA_00077	CDS	354	yffB		COG1393	Protein YffB
KAONMONA_00078	CDS	1128	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
KAONMONA_00079	CDS	204				hypothetical protein
KAONMONA_00080	CDS	696				hypothetical protein
KAONMONA_00081	CDS	2004	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
KAONMONA_00082	CDS	876				hypothetical protein
KAONMONA_00083	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
KAONMONA_00084	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
KAONMONA_00085	CDS	879	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
KAONMONA_00086	CDS	567	gcvR		COG2716	Glycine cleavage system transcriptional repressor
KAONMONA_00087	CDS	471	bcp	1.11.1.24	COG1225	Peroxiredoxin Bcp
KAONMONA_00088	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
KAONMONA_00089	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
KAONMONA_00090	CDS	360	yfgD		COG1393	putative protein YfgD
KAONMONA_00091	CDS	711				ISNCY family transposase ISSen7
KAONMONA_00092	CDS	186				hypothetical protein
KAONMONA_00093	CDS	678	hda		COG0593	DnaA regulatory inactivator Hda
KAONMONA_00094	CDS	1287	uraA		COG2233	Uracil permease
KAONMONA_00095	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
KAONMONA_00096	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
KAONMONA_00097	CDS	894	bglK	2.7.1.85		Beta-glucoside kinase
KAONMONA_00098	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
KAONMONA_00099	CDS	642	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
KAONMONA_00100	CDS	2061	ppk	2.7.4.1	COG0855	Polyphosphate kinase
KAONMONA_00101	CDS	1533	ppx	3.6.1.11	COG0248	Exopolyphosphatase
KAONMONA_00102	CDS	2229	pdeF	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeF
KAONMONA_00103	CDS	174	yfgG			Protein YfgG
KAONMONA_00104	CDS	891	yofA		COG0583	HTH-type transcriptional regulator YofA
KAONMONA_00105	CDS	1233				hypothetical protein
KAONMONA_00106	CDS	1068	chuR	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
KAONMONA_00107	CDS	1869		3.1.6.-	COG3119	Endo-4-O-sulfatase
KAONMONA_00108	CDS	633				hypothetical protein
KAONMONA_00109	CDS	186				IS3 family transposase ISEc15
KAONMONA_00110	CDS	1866	pcrA	5.6.2.4		ATP-dependent DNA helicase PcrA
KAONMONA_00111	CDS	1962	recF_1			DNA replication and repair protein RecF
KAONMONA_00112	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
KAONMONA_00113	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
KAONMONA_00114	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
KAONMONA_00115	CDS	219	yfgJ		COG1645	putative protein YfgJ
KAONMONA_00116	CDS	1080				hypothetical protein
KAONMONA_00117	CDS	1479	der			GTPase Der
KAONMONA_00118	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
KAONMONA_00119	CDS	621	yfgM		COG2976	Ancillary SecYEG translocon subunit
KAONMONA_00120	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
KAONMONA_00121	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
KAONMONA_00122	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
KAONMONA_00123	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
KAONMONA_00124	CDS	432	ndk	2.7.4.6		Nucleoside diphosphate kinase
KAONMONA_00125	CDS	2325	pbpC		COG4953	Penicillin-binding protein 1C
KAONMONA_00126	CDS	4932	yfhM		COG2373	Alpha-2-macroglobulin
KAONMONA_00127	CDS	858	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
KAONMONA_00128	CDS	843				hypothetical protein
KAONMONA_00129	CDS	777				hypothetical protein
KAONMONA_00130	CDS	1287	pepB	3.4.11.23	COG0260	Peptidase B
KAONMONA_00131	CDS	201	iscX		COG2975	Protein IscX
KAONMONA_00132	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
KAONMONA_00133	CDS	1851	hscA		COG0443	Chaperone protein HscA
KAONMONA_00134	CDS	516	hscB		COG1076	Co-chaperone protein HscB
KAONMONA_00135	CDS	324	iscA		COG0316	Iron-binding protein IscA
KAONMONA_00136	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
KAONMONA_00137	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
KAONMONA_00138	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
KAONMONA_00139	CDS	684	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
KAONMONA_00140	CDS	804	suhB_1	3.1.3.25		Nus factor SuhB
KAONMONA_00141	CDS	831				hypothetical protein
KAONMONA_00142	CDS	981				hypothetical protein
KAONMONA_00143	CDS	639				hypothetical protein
KAONMONA_00144	CDS	1278				hypothetical protein
KAONMONA_00145	CDS	1137	hcaT		COG2814	putative 3-phenylpropionic acid transporter
KAONMONA_00146	CDS	834	yphB		COG2017	putative protein YphB
KAONMONA_00147	CDS	1437	xylE		COG0477	D-xylose-proton symporter
KAONMONA_00148	CDS	3276				hypothetical protein
KAONMONA_00149	CDS	1197	nagC_1		COG1846	DNA-binding transcriptional dual regulator NagC
KAONMONA_00150	CDS	468	yphA		COG2259	Inner membrane protein YphA
KAONMONA_00151	CDS	1254	glyA	2.1.2.1		Serine hydroxymethyltransferase
KAONMONA_00152	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
KAONMONA_00153	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
KAONMONA_00154	CDS	1338	glrR		COG2204	Transcriptional regulatory protein GlrR
KAONMONA_00155	CDS	687	qseG		COG3170	Quorum-sensing regulator protein G
KAONMONA_00156	CDS	1422	glrK	2.7.13.3	COG2205	Sensor histidine kinase GlrK
KAONMONA_00157	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
KAONMONA_00158	CDS	1617	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
KAONMONA_00159	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
KAONMONA_00160	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
KAONMONA_00161	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
KAONMONA_00162	CDS	261	yfhL		COG1145	Ferredoxin YfhL
KAONMONA_00163	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
KAONMONA_00164	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
KAONMONA_00165	CDS	738	recO		COG1381	DNA repair protein RecO
KAONMONA_00166	CDS	906	era		COG1159	GTPase Era
KAONMONA_00167	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
KAONMONA_00168	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
KAONMONA_00169	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
KAONMONA_00170	CDS	480	rseC		COG3086	Protein RseC
KAONMONA_00171	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
KAONMONA_00172	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
KAONMONA_00173	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
KAONMONA_00174	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
KAONMONA_00175	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
KAONMONA_00176	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
KAONMONA_00177	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
KAONMONA_00178	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
KAONMONA_00179	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
KAONMONA_00180	CDS	426	trxC	1.8.1.8	COG3118	Thioredoxin 2
KAONMONA_00181	CDS	699	tapT	2.5.1.25	COG3148	tRNA-uridine aminocarboxypropyltransferase
KAONMONA_00182	CDS	2652	pat_1	2.3.1.-		Peptidyl-lysine N-acetyltransferase Pat
KAONMONA_00183	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase PssA
KAONMONA_00184	CDS	324				hypothetical protein
KAONMONA_00185	CDS	561	kgtP_1		COG0477	Alpha-ketoglutarate permease
KAONMONA_00186	CDS	705	kgtP_2		COG0477	Alpha-ketoglutarate permease
KAONMONA_00187	rRNA	116				5S ribosomal RNA
KAONMONA_00188	rRNA	2902				23S ribosomal RNA
KAONMONA_00189	tRNA	76				tRNA-Glu(ttc)
KAONMONA_00190	rRNA	1540				16S ribosomal RNA
KAONMONA_00191	CDS	2574	clpB		COG0542	Chaperone protein ClpB
KAONMONA_00192	CDS	732	yfiH	2.4.2.1		Purine nucleoside phosphorylase YfiH
KAONMONA_00193	CDS	981	rluD	5.4.99.23		Ribosomal large subunit pseudouridine synthase D
KAONMONA_00194	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
KAONMONA_00195	CDS	336	raiA		COG1544	Ribosome-associated inhibitor A
KAONMONA_00196	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
KAONMONA_00197	CDS	873		3.1.1.99		6-deoxy-6-sulfogluconolactonase
KAONMONA_00198	CDS	1122	tyrA		COG0287	T-protein
KAONMONA_00199	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
KAONMONA_00200	CDS	510	yfiR			Negative regulator YfiR
KAONMONA_00201	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
KAONMONA_00202	CDS	483	yfiB			Outer-membrane lipoprotein YfiB
KAONMONA_00203	CDS	1371				hypothetical protein
KAONMONA_00204	CDS	459				hypothetical protein
KAONMONA_00205	CDS	348	rplS		COG0335	Large ribosomal subunit protein bL19
KAONMONA_00206	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
KAONMONA_00207	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
KAONMONA_00208	CDS	249	rpsP		COG0228	Small ribosomal subunit protein bS16
KAONMONA_00209	CDS	1365	ffh	3.6.5.4	COG0541	Signal recognition particle protein
KAONMONA_00210	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
KAONMONA_00211	CDS	1287				hypothetical protein
KAONMONA_00212	CDS	591	grpE			Protein GrpE
KAONMONA_00213	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
KAONMONA_00214	CDS	1662	recN		COG0497	DNA repair protein RecN
KAONMONA_00215	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
KAONMONA_00216	CDS	291				hypothetical protein
KAONMONA_00217	CDS	438	ratA		COG2867	Ribosome association toxin RatA
KAONMONA_00218	CDS	483	smpB		COG0691	SsrA-binding protein
KAONMONA_00219	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
KAONMONA_00220	CDS	957				hypothetical protein
KAONMONA_00221	CDS	885				HTH-type transcriptional regulator
KAONMONA_00222	CDS	573				hypothetical protein
KAONMONA_00223	CDS	366	rob_1		COG2207	Right origin-binding protein
KAONMONA_00224	CDS	1176	bepF			Efflux pump periplasmic linker BepF
KAONMONA_00225	CDS	2394	oqxB32			multidrug efflux RND transporter permease subunit OqxB32
KAONMONA_00226	CDS	729	mexB_1			Multidrug resistance protein MexB
KAONMONA_00227	CDS	912				hypothetical protein
KAONMONA_00228	CDS	951	gbuA	3.5.3.7		Guanidinobutyrase
KAONMONA_00229	CDS	864				hypothetical protein
KAONMONA_00230	CDS	1068	vldW_1	1.14.11.52		Validamycin A dioxygenase
KAONMONA_00231	CDS	804	tcyJ_1		COG0834	L-cystine-binding protein TcyJ
KAONMONA_00232	CDS	1521	uup_1	3.6.1.-		ATP-binding protein Uup
KAONMONA_00233	CDS	729	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
KAONMONA_00234	CDS	933	ghrA_1	1.1.1.79		Glyoxylate/hydroxypyruvate reductase A
KAONMONA_00235	CDS	795	fabG_1	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
KAONMONA_00236	CDS	621				hypothetical protein
KAONMONA_00237	CDS	762	pheC			Cyclohexadienyl dehydratase
KAONMONA_00238	CDS	702				hypothetical protein
KAONMONA_00239	CDS	549				hypothetical protein
KAONMONA_00240	CDS	669	yadV_1		COG3121	putative fimbrial chaperone YadV
KAONMONA_00241	CDS	2538	fimD_1		COG3188	Outer membrane usher protein FimD
KAONMONA_00242	CDS	1029				hypothetical protein
KAONMONA_00243	CDS	1095				hypothetical protein
KAONMONA_00244	CDS	2556	fimD_2		COG3188	Outer membrane usher protein FimD
KAONMONA_00245	CDS	663	yraI_1		COG3121	putative fimbrial chaperone YraI
KAONMONA_00246	CDS	582				hypothetical protein
KAONMONA_00247	CDS	1521	exaC	1.2.1.-		Acetaldehyde dehydrogenase
KAONMONA_00248	CDS	1788	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
KAONMONA_00249	CDS	909	crgA_1			HTH-type transcriptional regulator CrgA
KAONMONA_00250	CDS	606	azoR_1	1.6.5.-	COG1182	FMN-dependent NADH:quinone oxidoreductase
KAONMONA_00251	CDS	300	ygaV		COG0640	HTH-type transcriptional regulator YgaV
KAONMONA_00252	CDS	465	ygaP	2.8.1.1	COG0607	Thiosulfate sulfurtransferase YgaP
KAONMONA_00253	CDS	903				hypothetical protein
KAONMONA_00254	CDS	180				hypothetical protein
KAONMONA_00255	CDS	393	stpA		COG2916	DNA-binding protein StpA
KAONMONA_00256	CDS	450	alaE			L-alanine exporter AlaE
KAONMONA_00257	CDS	363				hypothetical protein
KAONMONA_00258	CDS	348	ygaM		COG4575	putative protein YgaM
KAONMONA_00259	CDS	1353	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
KAONMONA_00260	CDS	432				hypothetical protein
KAONMONA_00261	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
KAONMONA_00262	CDS	411	nrdI		COG1780	Protein NrdI
KAONMONA_00263	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
KAONMONA_00264	CDS	963	nrdF	1.17.4.1		Ribonucleoside-diphosphate reductase 2 subunit beta
KAONMONA_00265	CDS	1203	proV			Glycine betaine/proline betaine transport system ATP-binding protein ProV
KAONMONA_00266	CDS	1068	proW			Glycine betaine/proline betaine transport system permease protein ProW
KAONMONA_00267	CDS	999	proX			Glycine betaine/proline betaine-binding periplasmic protein
KAONMONA_00268	CDS	747	ygaZ_1		COG1296	Inner membrane protein YgaZ
KAONMONA_00269	CDS	336				hypothetical protein
KAONMONA_00270	CDS	531	mprA		COG1846	Transcriptional repressor MprA
KAONMONA_00271	CDS	1173	emrA_1		COG1566	Multidrug export protein EmrA
KAONMONA_00272	CDS	1539	emrB		COG2814	Multidrug export protein EmrB
KAONMONA_00273	CDS	1677	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
KAONMONA_00274	CDS	768	nimR_1		COG2207	HTH-type transcriptional regulator NimR
KAONMONA_00275	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
KAONMONA_00276	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
KAONMONA_00277	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
KAONMONA_00278	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
KAONMONA_00279	CDS	315				hypothetical protein
KAONMONA_00280	tRNA	77				tRNA-Arg(acg)
KAONMONA_00281	tRNA	77				tRNA-Arg(acg)
KAONMONA_00282	tRNA	77				tRNA-Arg(acg)
KAONMONA_00283	tRNA	77				tRNA-Arg(acg)
KAONMONA_00284	tRNA	93				tRNA-Ser(gct)
KAONMONA_00285	CDS	186	csrA		COG1551	Carbon storage regulator
KAONMONA_00286	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
KAONMONA_00287	CDS	501	recX		COG2137	Regulatory protein RecX
KAONMONA_00288	CDS	1059	recA			Protein RecA
KAONMONA_00289	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KAONMONA_00290	CDS	879	aztC		COG0803	High-affinity zinc uptake system protein AztC
KAONMONA_00291	CDS	864	mntB_1		COG1108	Manganese transport system membrane protein MntB
KAONMONA_00292	CDS	678	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
KAONMONA_00293	CDS	108				hypothetical protein
KAONMONA_00294	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
KAONMONA_00295	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
KAONMONA_00296	CDS	981	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
KAONMONA_00297	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
KAONMONA_00298	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
KAONMONA_00299	CDS	360				hypothetical protein
KAONMONA_00300	CDS	774	srlR_1		COG1349	Glucitol operon repressor
KAONMONA_00301	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
KAONMONA_00302	CDS	1551	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
KAONMONA_00303	CDS	1449	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
KAONMONA_00304	CDS	1134	norW_1	1.18.1.-	COG0446	Nitric oxide reductase FlRd-NAD(+) reductase
KAONMONA_00305	CDS	1014	hoxN		COG3376	High-affinity nickel transport protein
KAONMONA_00306	CDS	2235	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
KAONMONA_00307	CDS	528	aegA_2		COG0493	Putative oxidoreductase AegA
KAONMONA_00308	CDS	1014	ascG_1		COG1609	HTH-type transcriptional regulator AscG
KAONMONA_00309	CDS	1443	sacP_1		COG1263	PTS system sucrose-specific EIIBC component
KAONMONA_00310	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
KAONMONA_00311	CDS	309	symE	3.1.-.-		Endoribonuclease SymE
KAONMONA_00312	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
KAONMONA_00313	CDS	411				hypothetical protein
KAONMONA_00314	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
KAONMONA_00315	CDS	543	hycF		COG1143	Formate hydrogenlyase subunit 6
KAONMONA_00316	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
KAONMONA_00317	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
KAONMONA_00318	CDS	1827	hycC		COG0651	Formate hydrogenlyase subunit 3
KAONMONA_00319	CDS	609	hycB		COG1142	Formate hydrogenlyase subunit 2
KAONMONA_00320	CDS	450	hycA			Formate hydrogenlyase regulatory protein HycA
KAONMONA_00321	CDS	345	hypA		COG0375	Hydrogenase maturation factor HypA
KAONMONA_00322	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
KAONMONA_00323	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
KAONMONA_00324	CDS	273				hypothetical protein
KAONMONA_00325	CDS	897	hypD		COG0409	Hydrogenase maturation factor HypD
KAONMONA_00326	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
KAONMONA_00327	CDS	2073	fhlA			Formate hydrogenlyase transcriptional activator
KAONMONA_00328	CDS	1401	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
KAONMONA_00329	CDS	2193				hypothetical protein
KAONMONA_00330	CDS	1338	scrY_1			Sucrose porin
KAONMONA_00331	CDS	1401	licC_1		COG1455	Lichenan permease IIC component
KAONMONA_00332	CDS	315	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
KAONMONA_00333	CDS	1323	licC_2		COG1455	Lichenan permease IIC component
KAONMONA_00334	CDS	315	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
KAONMONA_00335	CDS	915	mak_1	2.7.1.4	COG1940	Fructokinase
KAONMONA_00336	CDS	963	ascG_2		COG1609	HTH-type transcriptional regulator AscG
KAONMONA_00337	CDS	918	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
KAONMONA_00338	CDS	822	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
KAONMONA_00339	CDS	849	mntB_4		COG1108	Manganese transport system membrane protein MntB
